605, 2019-10-24 16:10:36.767453
606, 2019-10-24 16:10:37.951667
607, 2019-10-24 16:10:39.134461
607, 2019-10-24 16:10:40.317784
607, 2019-10-24 16:10:41.500173
607, 2019-10-24 16:10:42.683596
607, 2019-10-24 16:10:43.865524
607, 2019-10-24 16:10:45.049915
606, 2019-10-24 16:10:46.218268
464, 2019-10-24 16:10:47.401229
219, 2019-10-24 16:10:48.579753
172, 2019-10-24 16:10:49.762829
145, 2019-10-24 16:10:50.945394
195, 2019-10-24 16:10:52.129198
606, 2019-10-24 16:10:53.311809
606, 2019-10-24 16:10:54.493818
606, 2019-10-24 16:10:55.659965
606, 2019-10-24 16:10:56.842698
605, 2019-10-24 16:10:58.025551
606, 2019-10-24 16:10:59.208640
605, 2019-10-24 16:11:00.392436
605, 2019-10-24 16:11:01.573870
604, 2019-10-24 16:11:02.756857
604, 2019-10-24 16:11:03.939446
605, 2019-10-24 16:11:05.122012
605, 2019-10-24 16:11:06.305511
605, 2019-10-24 16:11:07.487830
605, 2019-10-24 16:11:08.671090
604, 2019-10-24 16:11:09.853279
605, 2019-10-24 16:11:11.036642
605, 2019-10-24 16:11:12.219732
604, 2019-10-24 16:11:13.401912
605, 2019-10-24 16:11:14.588258
604, 2019-10-24 16:11:15.767468
604, 2019-10-24 16:11:16.951640
604, 2019-10-24 16:11:18.133018
604, 2019-10-24 16:11:19.299188
604, 2019-10-24 16:11:20.482553
604, 2019-10-24 16:11:21.664334
603, 2019-10-24 16:11:22.847590
603, 2019-10-24 16:11:24.037411
604, 2019-10-24 16:11:25.214206
604, 2019-10-24 16:11:26.396306
603, 2019-10-24 16:11:27.579365
603, 2019-10-24 16:11:28.762450
603, 2019-10-24 16:11:29.944334
604, 2019-10-24 16:11:31.127079
604, 2019-10-24 16:11:32.309884
603, 2019-10-24 16:11:33.492663
604, 2019-10-24 16:11:34.676515
604, 2019-10-24 16:11:35.858348
603, 2019-10-24 16:11:37.041144
604, 2019-10-24 16:11:38.223946
602, 2019-10-24 16:11:39.412868
602, 2019-10-24 16:11:40.589570
602, 2019-10-24 16:11:41.772309
602, 2019-10-24 16:11:42.956226
602, 2019-10-24 16:11:44.138550
602, 2019-10-24 16:11:45.320703
601, 2019-10-24 16:11:46.504516
602, 2019-10-24 16:11:47.672469
602, 2019-10-24 16:11:48.852395
603, 2019-10-24 16:11:50.036011
602, 2019-10-24 16:11:51.218140
602, 2019-10-24 16:11:52.402933
602, 2019-10-24 16:11:53.583480
602, 2019-10-24 16:11:54.767100
602, 2019-10-24 16:11:55.949206
602, 2019-10-24 16:11:57.132581
603, 2019-10-24 16:11:58.315080
603, 2019-10-24 16:11:59.500505
602, 2019-10-24 16:12:00.684494
603, 2019-10-24 16:12:01.863160
602, 2019-10-24 16:12:03.045984
602, 2019-10-24 16:12:04.228739
602, 2019-10-24 16:12:05.411347
603, 2019-10-24 16:12:06.577705
602, 2019-10-24 16:12:07.760567
603, 2019-10-24 16:12:08.943822
602, 2019-10-24 16:12:10.126719
602, 2019-10-24 16:12:11.308879
602, 2019-10-24 16:12:12.491683
602, 2019-10-24 16:12:13.674484
602, 2019-10-24 16:12:14.857676
603, 2019-10-24 16:12:16.040865
602, 2019-10-24 16:12:17.222845
602, 2019-10-24 16:12:18.405690
603, 2019-10-24 16:12:19.588450
603, 2019-10-24 16:12:20.771194
602, 2019-10-24 16:12:21.954106
603, 2019-10-24 16:12:23.136885
603, 2019-10-24 16:12:24.322403
602, 2019-10-24 16:12:25.505601
603, 2019-10-24 16:12:26.686071
602, 2019-10-24 16:12:27.875885
602, 2019-10-24 16:12:29.051150
603, 2019-10-24 16:12:30.233643
602, 2019-10-24 16:12:31.416830
602, 2019-10-24 16:12:32.600587
602, 2019-10-24 16:12:33.781736
603, 2019-10-24 16:12:34.966209
602, 2019-10-24 16:12:36.147596
602, 2019-10-24 16:12:37.330021
603, 2019-10-24 16:12:38.514113
603, 2019-10-24 16:12:39.695996
602, 2019-10-24 16:12:40.878552
603, 2019-10-24 16:12:42.062804
603, 2019-10-24 16:12:43.244377
602, 2019-10-24 16:12:44.427168
603, 2019-10-24 16:12:45.610428
603, 2019-10-24 16:12:46.795759
602, 2019-10-24 16:12:47.974199
603, 2019-10-24 16:12:49.158333
602, 2019-10-24 16:12:50.341280
603, 2019-10-24 16:12:51.524030
602, 2019-10-24 16:12:52.709804
602, 2019-10-24 16:12:53.890461
603, 2019-10-24 16:12:55.072854
602, 2019-10-24 16:12:56.254066
603, 2019-10-24 16:12:57.445447
602, 2019-10-24 16:12:58.621326
603, 2019-10-24 16:12:59.803643
603, 2019-10-24 16:13:00.986272
603, 2019-10-24 16:13:02.169079
602, 2019-10-24 16:13:03.353039
602, 2019-10-24 16:13:04.534738
603, 2019-10-24 16:13:05.717813
602, 2019-10-24 16:13:06.901771
604, 2019-10-24 16:13:08.083008
602, 2019-10-24 16:13:09.248754
603, 2019-10-24 16:13:10.432619
602, 2019-10-24 16:13:11.614797
602, 2019-10-24 16:13:12.798060
603, 2019-10-24 16:13:13.980464
603, 2019-10-24 16:13:15.163735
603, 2019-10-24 16:13:16.349334
603, 2019-10-24 16:13:17.528208
603, 2019-10-24 16:13:18.712154
603, 2019-10-24 16:13:19.894480
603, 2019-10-24 16:13:21.077225
603, 2019-10-24 16:13:22.258776
604, 2019-10-24 16:13:23.433069
603, 2019-10-24 16:13:24.609759
603, 2019-10-24 16:13:25.793296
603, 2019-10-24 16:13:26.974582
603, 2019-10-24 16:13:28.157871
604, 2019-10-24 16:13:29.340567
604, 2019-10-24 16:13:30.521921
604, 2019-10-24 16:13:31.706472
604, 2019-10-24 16:13:32.888550
604, 2019-10-24 16:13:34.071382
604, 2019-10-24 16:13:35.254139
604, 2019-10-24 16:13:36.437613
604, 2019-10-24 16:13:37.619768
604, 2019-10-24 16:13:38.802555
604, 2019-10-24 16:13:39.986412
603, 2019-10-24 16:13:41.168062
603, 2019-10-24 16:13:42.351064
604, 2019-10-24 16:13:43.533344
604, 2019-10-24 16:13:44.716503
604, 2019-10-24 16:13:45.899152
604, 2019-10-24 16:13:47.082696
604, 2019-10-24 16:13:48.264899
604, 2019-10-24 16:13:49.448232
604, 2019-10-24 16:13:50.629320
605, 2019-10-24 16:13:51.814565
605, 2019-10-24 16:13:52.995074
605, 2019-10-24 16:13:54.162777
604, 2019-10-24 16:13:55.345015
605, 2019-10-24 16:13:56.528231
605, 2019-10-24 16:13:57.710671
604, 2019-10-24 16:13:58.893785
605, 2019-10-24 16:14:00.076191
606, 2019-10-24 16:14:01.259865
605, 2019-10-24 16:14:02.441803
605, 2019-10-24 16:14:03.624653
605, 2019-10-24 16:14:04.807394
605, 2019-10-24 16:14:05.991160
605, 2019-10-24 16:14:07.173118
605, 2019-10-24 16:14:08.356682
605, 2019-10-24 16:14:09.538634
605, 2019-10-24 16:14:10.722060
605, 2019-10-24 16:14:11.903775
605, 2019-10-24 16:14:13.087765
605, 2019-10-24 16:14:14.270204
606, 2019-10-24 16:14:15.452575
605, 2019-10-24 16:14:16.635321
605, 2019-10-24 16:14:17.818373
