x-axis,2
second,Volt
-1.00000000E+00,+58.42048E-03
-999.92250E-03,+58.42048E-03
-999.84500E-03,+91.89329E-03
-999.76750E-03,+58.42048E-03
-999.69000E-03,+24.94768E-03
-999.61250E-03,+24.94768E-03
-999.53500E-03,+58.42048E-03
-999.45750E-03,+24.94768E-03
-999.38000E-03,+24.94768E-03
-999.30250E-03,+58.42048E-03
-999.22500E-03,+24.94768E-03
-999.14750E-03,+24.94768E-03
-999.07000E-03,+58.42048E-03
-998.99250E-03,+24.94768E-03
-998.91500E-03,+58.42048E-03
-998.83750E-03,+24.94768E-03
-998.76000E-03,+91.89329E-03
-998.68250E-03,+24.94768E-03
-998.60500E-03,+91.89329E-03
-998.52750E-03,+58.42048E-03
-998.45000E-03,+24.94768E-03
-998.37250E-03,+24.94768E-03
-998.29500E-03,+58.42048E-03
-998.21750E-03,+24.94768E-03
-998.14000E-03,+58.42048E-03
-998.06250E-03,+24.94768E-03
-997.98500E-03,+24.94768E-03
-997.90750E-03,+58.42048E-03
-997.83000E-03,+58.42048E-03
-997.75250E-03,+58.42048E-03
-997.67500E-03,+58.42048E-03
-997.59750E-03,+58.42048E-03
-997.52000E-03,+24.94768E-03
-997.44249E-03,+24.94768E-03
-997.36499E-03,+24.94768E-03
-997.28749E-03,+91.89329E-03
-997.20999E-03,+58.42048E-03
-997.13249E-03,+58.42048E-03
-997.05499E-03,+24.94768E-03
-996.97749E-03,+58.42048E-03
-996.89999E-03,+58.42048E-03
-996.82249E-03,+58.42048E-03
-996.74499E-03,+58.42048E-03
-996.66749E-03,+24.94768E-03
-996.58999E-03,+24.94768E-03
-996.51249E-03,+58.42048E-03
-996.43499E-03,+58.42048E-03
-996.35749E-03,+58.42048E-03
-996.27999E-03,+58.42048E-03
-996.20249E-03,+58.42048E-03
-996.12499E-03,+58.42048E-03
-996.04749E-03,+58.42048E-03
-995.96999E-03,+24.94768E-03
-995.89249E-03,+58.42048E-03
-995.81499E-03,+58.42048E-03
-995.73749E-03,+24.94768E-03
-995.65999E-03,+24.94768E-03
-995.58249E-03,+58.42048E-03
-995.50499E-03,+24.94768E-03
-995.42749E-03,+24.94768E-03
-995.34999E-03,-8.52512E-03
-995.27249E-03,+58.42048E-03
-995.19499E-03,+91.89329E-03
-995.11749E-03,+24.94768E-03
-995.03999E-03,+24.94768E-03
-994.96249E-03,+91.89329E-03
-994.88499E-03,+58.42048E-03
-994.80749E-03,+91.89329E-03
-994.72999E-03,+91.89329E-03
-994.65249E-03,+58.42048E-03
-994.57499E-03,+58.42048E-03
-994.49749E-03,+58.42048E-03
-994.41999E-03,+58.42048E-03
-994.34249E-03,+58.42048E-03
-994.26499E-03,+58.42048E-03
-994.18749E-03,+58.42048E-03
-994.10999E-03,+58.42048E-03
-994.03249E-03,+24.94768E-03
-993.95499E-03,+24.94768E-03
-993.87749E-03,+24.94768E-03
-993.79999E-03,+58.42048E-03
-993.72249E-03,+58.42048E-03
-993.64499E-03,+58.42048E-03
-993.56749E-03,+91.89329E-03
-993.48999E-03,+24.94768E-03
-993.41249E-03,+58.42048E-03
-993.33499E-03,+24.94768E-03
-993.25749E-03,+91.89329E-03
-993.17999E-03,+24.94768E-03
-993.10249E-03,+58.42048E-03
-993.02499E-03,+58.42048E-03
-992.94749E-03,+58.42048E-03
-992.86999E-03,+24.94768E-03
-992.79249E-03,+24.94768E-03
-992.71499E-03,+58.42048E-03
-992.63749E-03,+24.94768E-03
-992.55999E-03,+24.94768E-03
-992.48248E-03,+24.94768E-03
-992.40498E-03,+24.94768E-03
-992.32748E-03,+24.94768E-03
-992.24998E-03,+58.42048E-03
-992.17248E-03,+58.42048E-03
-992.09498E-03,+24.94768E-03
-992.01748E-03,+24.94768E-03
-991.93998E-03,+24.94768E-03
-991.86248E-03,+24.94768E-03
-991.78498E-03,+24.94768E-03
-991.70748E-03,+58.42048E-03
-991.62998E-03,+91.89329E-03
-991.55248E-03,+58.42048E-03
-991.47498E-03,+24.94768E-03
-991.39748E-03,+58.42048E-03
-991.31998E-03,+58.42048E-03
-991.24248E-03,+24.94768E-03
-991.16498E-03,+24.94768E-03
-991.08748E-03,+24.94768E-03
-991.00998E-03,+58.42048E-03
-990.93248E-03,+58.42048E-03
-990.85498E-03,+58.42048E-03
-990.77748E-03,+58.42048E-03
-990.69998E-03,+58.42048E-03
-990.62248E-03,+24.94768E-03
-990.54498E-03,+91.89329E-03
-990.46748E-03,+58.42048E-03
-990.38998E-03,+24.94768E-03
-990.31248E-03,+24.94768E-03
-990.23498E-03,+24.94768E-03
-990.15748E-03,+24.94768E-03
-990.07998E-03,+24.94768E-03
-990.00248E-03,+24.94768E-03
-989.92498E-03,+58.42048E-03
-989.84748E-03,+58.42048E-03
-989.76998E-03,+24.94768E-03
-989.69248E-03,+24.94768E-03
-989.61498E-03,+58.42048E-03
