second,Volt1
+158.05480E-06,+3.27435371068E+00
+158.13160E-06,+3.27007423656E+00
+158.20841E-06,+3.27297663708E+00
+158.28521E-06,+3.27174789392E+00
+158.36201E-06,+3.27450196400E+00
+158.43881E-06,+3.27219283810E+00
+158.51561E-06,+3.27952286751E+00
+158.59241E-06,+3.27617557851E+00
+158.66921E-06,+3.27297661137E+00
+158.74601E-06,+3.27159961918E+00
+158.82281E-06,+3.27312493324E+00
+158.89961E-06,+3.27297659852E+00
+158.97641E-06,+3.27159963203E+00
+159.05321E-06,+3.27282824666E+00
+159.13001E-06,+3.27007434796E+00
+159.20681E-06,+3.27342163697E+00
+159.28361E-06,+3.27632385753E+00
+159.36041E-06,+3.27435349217E+00
+159.43721E-06,+3.26977765281E+00
+159.51401E-06,+3.26992602181E+00
+159.59081E-06,+3.27100617317E+00
+159.66761E-06,+3.26687550508E+00
+159.74441E-06,+3.27145129303E+00
+159.82121E-06,+3.27130290689E+00
+159.89801E-06,+3.27007443365E+00
+159.97481E-06,+3.27238295971E+00
+160.05161E-06,+3.26535032812E+00
+160.12841E-06,+3.27159969630E+00
+160.20521E-06,+3.27267971056E+00
+160.28201E-06,+3.26869765997E+00
+160.35881E-06,+3.27435332507E+00
+160.43561E-06,+3.27022291405E+00
+160.51241E-06,+3.27450172406E+00
+160.58921E-06,+3.27100600608E+00
+160.66601E-06,+3.26702410544E+00
+160.74281E-06,+3.27327337079E+00
+160.81961E-06,+3.27465013162E+00
+160.89641E-06,+3.27267959488E+00
+160.97321E-06,+3.26825246300E+00
+161.05001E-06,+3.26962919812E+00
+161.12681E-06,+3.26825247156E+00
+161.20361E-06,+3.27022304258E+00
+161.28041E-06,+3.27509550855E+00
+161.35721E-06,+3.27770043841E+00
+161.43401E-06,+3.27342188547E+00
+161.51081E-06,+3.27572981169E+00
+161.58761E-06,+3.26840098195E+00
+161.66441E-06,+3.27145129303E+00
+161.74121E-06,+3.27145129303E+00
+161.81801E-06,+3.27100580042E+00
+161.89481E-06,+3.26657887419E+00
+161.97161E-06,+3.26840102480E+00
+162.04841E-06,+3.27145129303E+00
+162.12522E-06,+3.27159980770E+00
+162.20202E-06,+3.27312493324E+00
+162.27882E-06,+3.27297641000E+00
+162.35562E-06,+3.27130276550E+00
+162.43242E-06,+3.27037178005E+00
+162.50922E-06,+3.27587806929E+00
+162.58602E-06,+3.26992619319E+00
+162.66282E-06,+3.27115420370E+00
+162.73962E-06,+3.26840111049E+00
+162.81642E-06,+3.27130273979E+00
+162.89322E-06,+3.26992621033E+00
+162.97002E-06,+3.27145129303E+00
+163.04682E-06,+3.27159985911E+00
+163.12362E-06,+3.27312493324E+00
+163.20042E-06,+3.27253063462E+00
+163.27722E-06,+3.26672753025E+00
+163.35402E-06,+3.26977765281E+00
+163.43082E-06,+3.27022341534E+00
+163.50762E-06,+3.27420420628E+00
+163.58442E-06,+3.26840120475E+00
+163.66122E-06,+3.27115409230E+00
+163.73802E-06,+3.26884703583E+00
+163.81482E-06,+3.27587777795E+00
+163.89162E-06,+3.26962903959E+00
+163.96842E-06,+3.26825263009E+00
+164.04522E-06,+3.26962903102E+00
+164.12202E-06,+3.26840126473E+00
+164.19882E-06,+3.27085677160E+00
+164.27562E-06,+3.26505400143E+00
+164.35242E-06,+3.26825265151E+00
+164.42922E-06,+3.26962900960E+00
+164.50602E-06,+3.26825266008E+00
+164.58282E-06,+3.26977765281E+00
+164.65962E-06,+3.26992630887E+00
+164.73642E-06,+3.27115397233E+00
+164.81322E-06,+3.26825267722E+00
+164.89002E-06,+3.26992632172E+00
+164.96682E-06,+3.27264067863E+00
+165.04362E-06,+3.28320496243E+00
+165.12042E-06,+3.26717378122E+00
+165.19722E-06,+3.27450120135E+00
+165.27402E-06,+3.27115391235E+00
+165.35082E-06,+3.26855009646E+00
+165.42762E-06,+3.27267883652E+00
+165.50442E-06,+3.26795530940E+00
+165.58122E-06,+3.26702520228E+00
+165.65802E-06,+3.27297622148E+00
+165.73482E-06,+3.27174872512E+00
+165.81162E-06,+3.27450113280E+00
+165.88842E-06,+3.27085639456E+00
+165.96522E-06,+3.26520291885E+00
+166.04203E-06,+3.26977765281E+00
+166.11883E-06,+3.26977765281E+00
+166.19563E-06,+3.27007513631E+00
+166.27243E-06,+3.27297618720E+00
+166.34923E-06,+3.27145129303E+00
+166.42603E-06,+3.27145129303E+00
+166.50283E-06,+3.27130253413E+00
+166.57963E-06,+3.26962888963E+00
+166.65643E-06,+3.26810401259E+00
+166.73323E-06,+3.26795524084E+00
+166.81003E-06,+3.26702547649E+00
+166.88683E-06,+3.27267859230E+00
+166.96363E-06,+3.26825279719E+00
+167.04043E-06,+3.26962886392E+00
+167.11723E-06,+3.26810401259E+00
+167.19403E-06,+3.26825281004E+00
+167.27083E-06,+3.26992645454E+00
+167.34763E-06,+3.27115368098E+00
+167.42443E-06,+3.26855044351E+00
+167.50123E-06,+3.27267848947E+00
+167.57803E-06,+3.26795519372E+00
+167.65483E-06,+3.26702566501E+00
+167.73163E-06,+3.27282727835E+00
+167.80843E-06,+3.26977765281E+00
+167.88523E-06,+3.26977765281E+00
+167.96203E-06,+3.26992649311E+00
+168.03883E-06,+3.27085591470E+00
+168.11563E-06,+3.26460788329E+00
+168.19243E-06,+3.26397621084E+00
+168.26923E-06,+3.27223178863E+00
+168.34603E-06,+3.26352967710E+00
+168.42283E-06,+3.26840174460E+00
+168.49963E-06,+3.27115355245E+00
+168.57643E-06,+3.26825288716E+00
+168.65323E-06,+3.26962877395E+00
+168.73003E-06,+3.26780624630E+00
+168.80683E-06,+3.26535228186E+00
+168.88363E-06,+3.27160018474E+00
+168.96043E-06,+3.27267824525E+00
+169.03723E-06,+3.26840181315E+00
+169.11403E-06,+3.27115348389E+00
+169.19083E-06,+3.26825292144E+00
+169.26763E-06,+3.26947982654E+00
+169.34443E-06,+3.26687712463E+00
+169.42123E-06,+3.27160021473E+00
+169.49803E-06,+3.27297600725E+00
+169.57483E-06,+3.27130236275E+00
+169.65163E-06,+3.27007552192E+00
+169.72843E-06,+3.27252917788E+00
+169.80523E-06,+3.26672825862E+00
+169.88203E-06,+3.26977765281E+00
+169.95884E-06,+3.26977765281E+00
+170.03564E-06,+3.26977765281E+00
+170.11244E-06,+3.26962869254E+00
+170.18924E-06,+3.26780608349E+00
+170.26604E-06,+3.26505466982E+00
+170.34284E-06,+3.26810401259E+00
+170.41964E-06,+3.26780605778E+00
+170.49644E-06,+3.26520367722E+00
+170.57324E-06,+3.26933069489E+00
+170.65004E-06,+3.26505471267E+00
+170.72684E-06,+3.26825300713E+00
+170.80364E-06,+3.26977765281E+00
+170.88044E-06,+3.26992665592E+00
+170.95724E-06,+3.27115327824E+00
+171.03404E-06,+3.26825302427E+00
+171.11084E-06,+3.27022470070E+00
+171.18764E-06,+3.27435151272E+00
+171.26444E-06,+3.26933057921E+00
+171.34124E-06,+3.26535284742E+00
+171.41804E-06,+3.27130225992E+00
+171.49484E-06,+3.26992669019E+00
+171.57164E-06,+3.27145129303E+00
+171.64844E-06,+3.27130224707E+00
+171.72524E-06,+3.26947955233E+00
+171.80204E-06,+3.26657942690E+00
+171.87884E-06,+3.26810401259E+00
+171.95564E-06,+3.26765682331E+00
+172.03244E-06,+3.26338122669E+00
+172.10924E-06,+3.26643037237E+00
+172.18604E-06,+3.26643037237E+00
+172.26284E-06,+3.26672853283E+00
+172.33964E-06,+3.27037399087E+00
+172.41644E-06,+3.27572676968E+00
+172.49324E-06,+3.26825310567E+00
+172.57004E-06,+3.26947945807E+00
+172.64684E-06,+3.26643037237E+00
+172.72364E-06,+3.26598305456E+00
+172.80044E-06,+3.26200589261E+00
+172.87724E-06,+3.26795489808E+00
+172.95404E-06,+3.26598301600E+00
+173.03084E-06,+3.26215506710E+00
+173.10764E-06,+3.26977765281E+00
+173.18444E-06,+3.26933025787E+00
+173.26124E-06,+3.26475673215E+00
+173.33804E-06,+3.26490587237E+00
+173.41484E-06,+3.26643037237E+00
+173.49164E-06,+3.26598292602E+00
+173.56844E-06,+3.26245352320E+00
+173.64524E-06,+3.27267746118E+00
+173.72204E-06,+3.26840233586E+00
+173.79884E-06,+3.27100379526E+00
+173.87565E-06,+3.26643037237E+00
+173.95245E-06,+3.26687789584E+00
+174.02925E-06,+3.27040704160E+00
+174.10605E-06,+3.26078009292E+00
+174.18285E-06,+3.27145129303E+00
+174.25965E-06,+3.27115290977E+00
+174.33645E-06,+3.26780562076E+00
+174.41325E-06,+3.26520433275E+00
+174.49005E-06,+3.26933003936E+00
+174.56685E-06,+3.26460752339E+00
+174.64365E-06,+3.26367994414E+00
+174.72045E-06,+3.27007608748E+00
+174.79725E-06,+3.27252804676E+00
+174.87405E-06,+3.26643037237E+00
+174.95085E-06,+3.26643037237E+00
+175.02765E-06,+3.26687807580E+00
+175.10445E-06,+3.27070509923E+00
+175.18125E-06,+3.26353082107E+00
+175.25805E-06,+3.26840250725E+00
+175.33485E-06,+3.27100353819E+00
+175.41165E-06,+3.26672888417E+00
+175.48845E-06,+3.27037469353E+00
+175.56525E-06,+3.27602442028E+00
+175.64205E-06,+3.27145129303E+00
+175.71885E-06,+3.27070492785E+00
+175.79565E-06,+3.26368020122E+00
+175.87245E-06,+3.26932980800E+00
+175.94925E-06,+3.26520458982E+00
+176.02605E-06,+3.26947907246E+00
+176.10285E-06,+3.26643037237E+00
+176.17965E-06,+3.26672896986E+00
+176.25645E-06,+3.26932974373E+00
+176.33325E-06,+3.26475673215E+00
+176.41005E-06,+3.26520466694E+00
+176.48685E-06,+3.26947902105E+00
+176.56365E-06,+3.26628105221E+00
+176.64045E-06,+3.26535402995E+00
+176.71725E-06,+3.27130196429E+00
+176.79405E-06,+3.26962831979E+00
+176.87085E-06,+3.26795467529E+00
+176.94765E-06,+3.26643037237E+00
+177.02445E-06,+3.26672906412E+00
+177.10125E-06,+3.26962830265E+00
+177.17805E-06,+3.26825336703E+00
+177.25485E-06,+3.26962829408E+00
+177.33165E-06,+3.26795464958E+00
+177.40845E-06,+3.26672910696E+00
+177.48525E-06,+3.26962828123E+00
+177.56205E-06,+3.26795463673E+00
+177.63885E-06,+3.26643037237E+00
+177.71565E-06,+3.26672914124E+00
+177.79246E-06,+3.26947887537E+00
+177.86926E-06,+3.26657976537E+00
+177.94606E-06,+3.26810401259E+00
+178.02286E-06,+3.26750640631E+00
+178.09966E-06,+3.26215648100E+00
+178.17646E-06,+3.26903060211E+00
+178.25326E-06,+3.26215652384E+00
+178.33006E-06,+3.26962823410E+00
+178.40686E-06,+3.26795458960E+00
+178.48366E-06,+3.26687865421E+00
+178.56046E-06,+3.27130186146E+00
+178.63726E-06,+3.26947878111E+00
+178.71406E-06,+3.26598205198E+00
+178.79086E-06,+3.26230611822E+00
+178.86766E-06,+3.27130184432E+00
+178.94446E-06,+3.26962819982E+00
+179.02126E-06,+3.26840292713E+00
+179.09806E-06,+3.27145129303E+00
+179.17486E-06,+3.27070396383E+00
+179.25166E-06,+3.26368097243E+00
+179.32846E-06,+3.26977765281E+00
+179.40526E-06,+3.26962817412E+00
+179.48206E-06,+3.26795452961E+00
+179.55886E-06,+3.26672934690E+00
+179.63566E-06,+3.26977765281E+00
+179.71246E-06,+3.26962815698E+00
+179.78926E-06,+3.26810401259E+00
+179.86606E-06,+3.26795450819E+00
+179.94286E-06,+3.26672938974E+00
+180.01966E-06,+3.26917960093E+00
+180.09646E-06,+3.26368116095E+00
+180.17326E-06,+3.26977765281E+00
+180.25006E-06,+3.26962812699E+00
+180.32686E-06,+3.26795448248E+00
+180.40366E-06,+3.26628083798E+00
+180.48046E-06,+3.26475673215E+00
+180.55726E-06,+3.26475673215E+00
+180.63406E-06,+3.26475673215E+00
+180.71086E-06,+3.26535493827E+00
+180.78766E-06,+3.27100262558E+00
+180.86446E-06,+3.26643037237E+00
+180.94126E-06,+3.26613124361E+00
+181.01806E-06,+3.26353179794E+00
+181.09486E-06,+3.26795443964E+00
+181.17166E-06,+3.26657994961E+00
+181.24846E-06,+3.26765526803E+00
+181.32526E-06,+3.26323267774E+00
+181.40206E-06,+3.26475673215E+00
+181.47886E-06,+3.26475673215E+00
+181.55566E-06,+3.26475673215E+00
+181.63246E-06,+3.26475673215E+00
+181.70927E-06,+3.26490633938E+00
+181.78607E-06,+3.26643037237E+00
+181.86287E-06,+3.26672960397E+00
+181.93967E-06,+3.26932879256E+00
+182.01647E-06,+3.26505598089E+00
+182.09327E-06,+3.26840326989E+00
+182.17007E-06,+3.27085276128E+00
+182.24687E-06,+3.26535528103E+00
+182.32367E-06,+3.27100236851E+00
+182.40047E-06,+3.26628072658E+00
+182.47727E-06,+3.26490638223E+00
+182.55407E-06,+3.26613106366E+00
+182.63087E-06,+3.26323275058E+00
+182.70767E-06,+3.26490639508E+00
+182.78447E-06,+3.26672970680E+00
+182.86127E-06,+3.26962798131E+00
+182.93807E-06,+3.26810401259E+00
+183.01487E-06,+3.26810401259E+00
+183.09167E-06,+3.26795432824E+00
+183.16847E-06,+3.26628068374E+00
+183.24527E-06,+3.26520581091E+00
+183.32207E-06,+3.26887946959E+00
+183.39887E-06,+3.26018491597E+00
+183.47567E-06,+3.26535555524E+00
+183.55247E-06,+3.27130158297E+00
+183.62927E-06,+3.26962793847E+00
+183.70607E-06,+3.26780457534E+00
+183.78287E-06,+3.26505617798E+00
+183.85967E-06,+3.26810401259E+00
+183.93647E-06,+3.26765481815E+00
+184.01327E-06,+3.26368203499E+00
+184.09007E-06,+3.26917869261E+00
+184.16687E-06,+3.26323283627E+00
+184.24367E-06,+3.26490648077E+00
+184.32047E-06,+3.26672987818E+00
+184.39727E-06,+3.26947813843E+00
+184.47407E-06,+3.26628061090E+00
+184.55087E-06,+3.26490649791E+00
+184.62767E-06,+3.26598106225E+00
+184.70447E-06,+3.26200854902E+00
+184.78127E-06,+3.26795423398E+00
+184.85807E-06,+3.26658015527E+00
+184.93487E-06,+3.26780443823E+00
+185.01167E-06,+3.26490652362E+00
+185.08847E-06,+3.26628057662E+00
+185.16527E-06,+3.26505633222E+00
+185.24207E-06,+3.26765459964E+00
+185.31887E-06,+3.26353251774E+00
+185.39567E-06,+3.26765457393E+00
+185.47247E-06,+3.26338272628E+00
+185.54928E-06,+3.26643037237E+00
+185.62608E-06,+3.26643037237E+00
+185.70288E-06,+3.26643037237E+00
+185.77968E-06,+3.26643037237E+00
+185.85648E-06,+3.26643037237E+00
+185.93328E-06,+3.26687990100E+00
+186.01008E-06,+3.27055221005E+00
+186.08688E-06,+3.26170915461E+00
+186.16368E-06,+3.26505644362E+00
+186.24048E-06,+3.26795415257E+00
+186.31728E-06,+3.26643037237E+00
+186.39408E-06,+3.26613063520E+00
+186.47088E-06,+3.26368258341E+00
+186.54768E-06,+3.26947789850E+00
+186.62448E-06,+3.26643037237E+00
+186.70128E-06,+3.26613060093E+00
+186.77808E-06,+3.26338287195E+00
+186.85488E-06,+3.26598068950E+00
+186.93168E-06,+3.26200904602E+00
+187.00848E-06,+3.26765430401E+00
+187.08528E-06,+3.26353281337E+00
+187.16208E-06,+3.26795410116E+00
+187.23888E-06,+3.26613054094E+00
+187.31568E-06,+3.26338293194E+00
+187.39248E-06,+3.26628044809E+00
+187.46928E-06,+3.26490666072E+00
+187.54608E-06,+3.26613050667E+00
+187.62288E-06,+3.26338296621E+00
+187.69968E-06,+3.26658031379E+00
+187.77648E-06,+3.26825395830E+00
+187.85328E-06,+3.26917785284E+00
+187.93008E-06,+3.26353295476E+00
+188.00688E-06,+3.26765413691E+00
+188.08368E-06,+3.26338301763E+00
+188.16048E-06,+3.26613043811E+00
+188.23728E-06,+3.26368297759E+00
+188.31408E-06,+3.26962767711E+00
+188.39088E-06,+3.26795403261E+00
+188.46768E-06,+3.26658035664E+00
+188.54448E-06,+3.26720408128E+00
+188.62128E-06,+3.25896212830E+00
+188.69808E-06,+3.26765402123E+00
+188.77488E-06,+3.26293309053E+00
+188.85168E-06,+3.26185946879E+00
+188.92848E-06,+3.26658038235E+00
+189.00528E-06,+3.26795399833E+00
+189.08208E-06,+3.26628035383E+00
+189.15888E-06,+3.26520680064E+00
+189.23568E-06,+3.26932757147E+00
+189.31248E-06,+3.26520682635E+00
+189.38928E-06,+3.26962761713E+00
+189.46609E-06,+3.26750385273E+00
+189.54289E-06,+3.26170954022E+00
+189.61969E-06,+3.26520687776E+00
+189.69649E-06,+3.26962759999E+00
+189.77329E-06,+3.26840412680E+00
+189.85009E-06,+3.27100110886E+00
+189.92689E-06,+3.26658043805E+00
+190.00369E-06,+3.26750373276E+00
+190.08049E-06,+3.26170960020E+00
+190.15729E-06,+3.26580728184E+00
+190.23409E-06,+3.27602196524E+00
+190.31089E-06,+3.27085094464E+00
+190.38769E-06,+3.26475673215E+00
+190.46449E-06,+3.26520701915E+00
+190.54129E-06,+3.26902715306E+00
+190.61809E-06,+3.26140945172E+00
+190.69489E-06,+3.26155956024E+00
+190.77169E-06,+3.26353343035E+00
+190.84849E-06,+3.26825412968E+00
+190.92529E-06,+3.26947741006E+00
+191.00209E-06,+3.26643037237E+00
+191.07889E-06,+3.26613011249E+00
+191.15569E-06,+3.26338336039E+00
+191.23249E-06,+3.26613009535E+00
+191.30929E-06,+3.26353352032E+00
+191.38609E-06,+3.26765357135E+00
+191.46289E-06,+3.26323324330E+00
+191.53969E-06,+3.26520719910E+00
+191.61649E-06,+3.26977765281E+00
+191.69329E-06,+3.26932716016E+00
+191.77009E-06,+3.26460656365E+00
+191.84689E-06,+3.26323326472E+00
+191.92369E-06,+3.26520726337E+00
+192.00049E-06,+3.26902674603E+00
+192.07729E-06,+3.26186000864E+00
+192.15409E-06,+3.26643037237E+00
+192.23089E-06,+3.26673076079E+00
+192.30769E-06,+3.27007804979E+00
+192.38449E-06,+3.27207351380E+00
+192.46129E-06,+3.26170986584E+00
+192.53809E-06,+3.26475673215E+00
+192.61489E-06,+3.26535759468E+00
+192.69169E-06,+3.27085041336E+00
+192.76849E-06,+3.26505718056E+00
+192.84529E-06,+3.26765332713E+00
+192.92209E-06,+3.26353379025E+00
+192.99889E-06,+3.26750306437E+00
+193.07569E-06,+3.26170993440E+00
+193.15249E-06,+3.26490697778E+00
+193.22929E-06,+3.26658062228E+00
+193.30609E-06,+3.26795375840E+00
+193.38290E-06,+3.26612985542E+00
+193.45970E-06,+3.26368414298E+00
+193.53650E-06,+3.26932685167E+00
+193.61330E-06,+3.26490700349E+00
+193.69010E-06,+3.26643037237E+00
+193.76690E-06,+3.26628009247E+00
+193.84370E-06,+3.26475673215E+00
+193.92050E-06,+3.26475673215E+00
+193.99730E-06,+3.26505731766E+00
+194.07410E-06,+3.26795371555E+00
+194.15090E-06,+3.26612976973E+00
+194.22770E-06,+3.26353400876E+00
+194.30450E-06,+3.26810401259E+00
+194.38130E-06,+3.26795369841E+00
+194.45810E-06,+3.26612973545E+00
+194.53490E-06,+3.26338373743E+00
+194.61170E-06,+3.26643037237E+00
+194.68850E-06,+3.26582904712E+00
+194.76530E-06,+3.26018681830E+00
+194.84210E-06,+3.26475673215E+00
+194.91890E-06,+3.26415535548E+00
+194.99570E-06,+3.25896426200E+00
+195.07250E-06,+3.26780330712E+00
+195.14930E-06,+3.26475673215E+00
+195.22610E-06,+3.26475673215E+00
+195.30290E-06,+3.26445600097E+00
+195.37970E-06,+3.26171019147E+00
+195.45650E-06,+3.26475673215E+00
+195.53330E-06,+3.26490711060E+00
+195.61010E-06,+3.26597922419E+00
+195.68690E-06,+3.26110867769E+00
+195.76370E-06,+3.25881412777E+00
+195.84050E-06,+3.26597918563E+00
+195.91730E-06,+3.26155985159E+00
+195.99410E-06,+3.26278228364E+00
+196.07090E-06,+3.26018703681E+00
+196.14770E-06,+3.26475673215E+00
+196.22450E-06,+3.26445589815E+00
+196.30130E-06,+3.26201113688E+00
+196.37810E-06,+3.26765273587E+00
+196.45490E-06,+3.26353438151E+00
+196.53170E-06,+3.26750227602E+00
+196.60850E-06,+3.26171032857E+00
+196.68530E-06,+3.26445584673E+00
+196.76210E-06,+3.26201123970E+00
+196.83890E-06,+3.26795356131E+00
+196.91570E-06,+3.26612946124E+00
+196.99250E-06,+3.26278217224E+00
+197.06930E-06,+3.25988627564E+00
+197.14610E-06,+3.26155992014E+00
+197.22290E-06,+3.26338403734E+00
+197.29971E-06,+3.26643037237E+00
+197.37651E-06,+3.26582844728E+00
+197.45331E-06,+3.26018726817E+00
+197.53011E-06,+3.26460624231E+00
+197.60691E-06,+3.26308309194E+00
+197.68371E-06,+3.26338408876E+00
+197.76051E-06,+3.26627986968E+00
+197.83731E-06,+3.26415470424E+00
+197.91411E-06,+3.25836319381E+00
+197.99091E-06,+3.26155996727E+00
+198.06771E-06,+3.26383569110E+00
+198.14451E-06,+3.27145129303E+00
+198.22131E-06,+3.27024706581E+00
+198.29811E-06,+3.25881483472E+00
+198.37491E-06,+3.26658090934E+00
+198.45171E-06,+3.26795347133E+00
+198.52851E-06,+3.26612928129E+00
+198.60531E-06,+3.26338419159E+00
+198.68211E-06,+3.26612926415E+00
+198.75891E-06,+3.26308309194E+00
+198.83571E-06,+3.26308309194E+00
+198.91251E-06,+3.26308309194E+00
+198.98931E-06,+3.26278194944E+00
+199.06611E-06,+3.26018753810E+00
+199.14291E-06,+3.26505789179E+00
+199.21971E-06,+3.26780284439E+00
+199.29651E-06,+3.26445555538E+00
+199.37331E-06,+3.26140945172E+00
+199.45011E-06,+3.26125885476E+00
+199.52691E-06,+3.26033821646E+00
+199.60371E-06,+3.26627976685E+00
+199.68051E-06,+3.26415429292E+00
+199.75731E-06,+3.25821278538E+00
+199.83411E-06,+3.25988642988E+00
+199.91091E-06,+3.26186131971E+00
+199.98771E-06,+3.26582786459E+00
+200.06451E-06,+3.25988644273E+00
+200.14131E-06,+3.26156008723E+00
+200.21811E-06,+3.26308309194E+00
+200.29491E-06,+3.26293244785E+00
+200.37171E-06,+3.26231334193E+00
+200.44851E-06,+3.27069802976E+00
+200.52531E-06,+3.26293243500E+00
+200.60211E-06,+3.26156011294E+00
+200.67891E-06,+3.26308309194E+00
+200.75571E-06,+3.26308309194E+00
+200.83251E-06,+3.26353511417E+00
+200.90931E-06,+3.26750129915E+00
+200.98611E-06,+3.26201218230E+00
+201.06291E-06,+3.26765195180E+00
+201.13971E-06,+3.26353516558E+00
+201.21652E-06,+3.26765192609E+00
+201.29332E-06,+3.26308309194E+00
+201.37012E-06,+3.26248027567E+00
+201.44692E-06,+3.25729278118E+00
+201.52372E-06,+3.26627965974E+00
+201.60052E-06,+3.26505816600E+00
+201.67732E-06,+3.26735040656E+00
+201.75412E-06,+3.26003726248E+00
+201.83092E-06,+3.26308309194E+00
+201.90772E-06,+3.26323382600E+00
+201.98452E-06,+3.26415377878E+00
+202.06132E-06,+3.25791142866E+00
+202.13812E-06,+3.25669002489E+00
+202.21492E-06,+3.25943430911E+00
+202.29172E-06,+3.25684079751E+00
+202.36852E-06,+3.26140945172E+00
+202.44532E-06,+3.26125868767E+00
+202.52212E-06,+3.25988657984E+00
+202.59892E-06,+3.26125867910E+00
+202.67572E-06,+3.25988658841E+00
+202.75252E-06,+3.26156023291E+00
+202.82932E-06,+3.26293230646E+00
+202.90612E-06,+3.26156024148E+00
+202.98292E-06,+3.26293229789E+00
+203.05972E-06,+3.26186184670E+00
+203.13652E-06,+3.26582716192E+00
+203.21332E-06,+3.25988661840E+00
+203.29012E-06,+3.26140945172E+00
+203.36692E-06,+3.26140945172E+00
+203.44372E-06,+3.26186191097E+00
+203.52052E-06,+3.26612872430E+00
+203.59732E-06,+3.26308309194E+00
+203.67412E-06,+3.26323392454E+00
+203.75092E-06,+3.26505840593E+00
+203.82772E-06,+3.26734980673E+00
+203.90452E-06,+3.26018834787E+00
+203.98132E-06,+3.26460588241E+00
+204.05812E-06,+3.26308309194E+00
+204.13492E-06,+3.26263051700E+00
+204.21172E-06,+3.25851475907E+00
+204.28852E-06,+3.26323395882E+00
+204.36532E-06,+3.26415324750E+00
+204.44212E-06,+3.25881654853E+00
+204.51892E-06,+3.26567597370E+00
+204.59572E-06,+3.25881659138E+00
+204.67252E-06,+3.26567593086E+00
+204.74932E-06,+3.25836395646E+00
+204.82612E-06,+3.26156034859E+00
+204.90292E-06,+3.26263038847E+00
+204.97972E-06,+3.25866579305E+00
+205.05652E-06,+3.26460582243E+00
+205.13333E-06,+3.26263034991E+00
+205.21013E-06,+3.25806217128E+00
+205.28693E-06,+3.25821309386E+00
+205.36373E-06,+3.26018859209E+00
+205.44053E-06,+3.26490766330E+00
+205.51733E-06,+3.26582663064E+00
+205.59413E-06,+3.25988675122E+00
+205.67093E-06,+3.26125850772E+00
+205.74773E-06,+3.25973581150E+00
+205.82453E-06,+3.26049057436E+00
+205.90133E-06,+3.26795305573E+00
+205.97813E-06,+3.26597748895E+00
+206.05493E-06,+3.26110752087E+00
+206.13173E-06,+3.25866605012E+00
+206.20853E-06,+3.26460575816E+00
+206.28533E-06,+3.26338504849E+00
+206.36213E-06,+3.26597742469E+00
+206.43893E-06,+3.26186241226E+00
+206.51573E-06,+3.26597739898E+00
+206.59253E-06,+3.26140945172E+00
+206.66933E-06,+3.26201345052E+00
+206.74613E-06,+3.26765100063E+00
+206.82293E-06,+3.26293208367E+00
+206.89973E-06,+3.26156046427E+00
+206.97653E-06,+3.26308309194E+00
+207.05333E-06,+3.26278104969E+00
+207.13013E-06,+3.26003786232E+00
+207.20693E-06,+3.26308309194E+00
+207.28373E-06,+3.26293205796E+00
+207.36053E-06,+3.26156048998E+00
+207.43733E-06,+3.26293204939E+00
+207.51413E-06,+3.26156049855E+00
+207.59093E-06,+3.26323414305E+00
+207.66773E-06,+3.26430356596E+00
+207.74453E-06,+3.26003793087E+00
+207.82133E-06,+3.26278096400E+00
+207.89813E-06,+3.25988687975E+00
+207.97493E-06,+3.26171159679E+00
+208.05173E-06,+3.26430350169E+00
+208.12853E-06,+3.25973581150E+00
+208.20533E-06,+3.25988689689E+00
+208.28213E-06,+3.26140945172E+00
+208.35893E-06,+3.26156054568E+00
+208.43573E-06,+3.26368748492E+00
+208.51253E-06,+3.26871993510E+00
+208.58933E-06,+3.25866659854E+00
+208.66613E-06,+3.26400117666E+00
+208.74293E-06,+3.25684187721E+00
+208.81973E-06,+3.26125833205E+00
+208.89653E-06,+3.25988693545E+00
+208.97333E-06,+3.26110719525E+00
+209.05014E-06,+3.25791103876E+00
+209.12694E-06,+3.25653966787E+00
+209.20374E-06,+3.25791103019E+00
+209.28054E-06,+3.25684196719E+00
+209.35734E-06,+3.26140945172E+00
+209.43414E-06,+3.26186291355E+00
+209.51094E-06,+3.26597689769E+00
+209.58774E-06,+3.26140945172E+00
+209.66454E-06,+3.26140945172E+00
+209.74134E-06,+3.26140945172E+00
+209.81814E-06,+3.26171180245E+00
+209.89494E-06,+3.26445437285E+00
+209.97174E-06,+3.26140945172E+00
+210.04854E-06,+3.26140945172E+00
+210.12534E-06,+3.26156064422E+00
+210.20214E-06,+3.26278069836E+00
+210.27894E-06,+3.25988701258E+00
+210.35574E-06,+3.26140945172E+00
+210.43254E-06,+3.26201429029E+00
+210.50934E-06,+3.26734794295E+00
+210.58614E-06,+3.25973581150E+00
+210.66294E-06,+3.26003825649E+00
+210.73974E-06,+3.26278063838E+00
+210.81654E-06,+3.25988704257E+00
+210.89334E-06,+3.26156068707E+00
+210.97014E-06,+3.26323433157E+00
+211.04694E-06,+3.26430300040E+00
+211.12374E-06,+3.26003830791E+00
+211.20054E-06,+3.26308309194E+00
+211.27734E-06,+3.26262932162E+00
+211.35414E-06,+3.25836469340E+00
+211.43094E-06,+3.26140945172E+00
+211.50774E-06,+3.26110691247E+00
+211.58454E-06,+3.25851599302E+00
+211.66134E-06,+3.26278053555E+00
