second,Volt1
-1.04386827E-03,+3.29839200590E+00
-1.04379147E-03,+3.30157681694E+00
-1.04371467E-03,+3.30214551979E+00
-1.04363787E-03,+3.31272356562E+00
-1.04356107E-03,+3.30190182428E+00
-1.04348427E-03,+3.30851514617E+00
-1.04340747E-03,+3.31280473605E+00
-1.04333067E-03,+3.30390057466E+00
-1.04325387E-03,+3.31493293049E+00
-1.04317707E-03,+3.28279350643E+00
-1.04310027E-03,+3.30794626765E+00
-1.04302347E-03,+3.30149553512E+00
-1.04294667E-03,+3.30039089338E+00
-1.04286987E-03,+3.31173340671E+00
-1.04279307E-03,+3.34473273585E+00
-1.04271627E-03,+3.30524929323E+00
-1.04263947E-03,+3.31088692902E+00
-1.04256267E-03,+3.29663720382E+00
-1.04248587E-03,+3.29831084832E+00
-1.04240907E-03,+3.30030975723E+00
-1.04233227E-03,+3.30810873704E+00
-1.04225547E-03,+3.30671324013E+00
-1.04217867E-03,+3.33995494515E+00
-1.04210187E-03,+3.30492409738E+00
-1.04202507E-03,+3.30468008481E+00
-1.04194827E-03,+3.30014720215E+00
-1.04187147E-03,+3.30492409738E+00
-1.04179467E-03,+3.30476139662E+00
-1.04171787E-03,+3.30182088093E+00
-1.04164107E-03,+3.30838763443E+00
-1.04156427E-03,+3.34170919452E+00
-1.04148747E-03,+3.30802727527E+00
-1.04141067E-03,+3.30349457256E+00
-1.04133387E-03,+3.30819000173E+00
-1.04125707E-03,+3.30659773760E+00
-1.04118027E-03,+3.30659773760E+00
-1.04110347E-03,+3.30667912653E+00
-1.04102667E-03,+3.30631794046E+00
-1.04094986E-03,+3.27005755277E+00
-1.04087306E-03,+3.30818997602E+00
-1.04079626E-03,+3.30610930114E+00
-1.04071946E-03,+3.29720717918E+00
-1.04064266E-03,+3.30953794480E+00
-1.04056586E-03,+3.30165823587E+00
-1.04048906E-03,+3.30341330359E+00
-1.04041226E-03,+3.30562060760E+00
-1.04033546E-03,+3.28740980461E+00
-1.04025866E-03,+3.30484266131E+00
-1.04018186E-03,+3.30284325540E+00
-1.04010506E-03,+3.29537092390E+00
-1.04002826E-03,+3.30492409738E+00
-1.03995146E-03,+3.30492409738E+00
-1.03987466E-03,+3.30484263989E+00
-1.03979786E-03,+3.30186560697E+00
-1.03972106E-03,+3.27642789466E+00
-1.03964426E-03,+3.30835284816E+00
-1.03956746E-03,+3.30921174637E+00
-1.03949066E-03,+3.29537112955E+00
-1.03941386E-03,+3.30500558058E+00
-1.03933706E-03,+3.30627178766E+00
-1.03926026E-03,+3.30022914379E+00
-1.03918346E-03,+3.30635324944E+00
-1.03910666E-03,+3.30231031997E+00
-1.03902986E-03,+3.31606904655E+00
-1.03895306E-03,+3.30410900832E+00
-1.03887626E-03,+3.28908434029E+00
-1.03879946E-03,+3.30700532497E+00
-1.03872266E-03,+3.31439528637E+00
-1.03864586E-03,+3.30333198320E+00
-1.03856906E-03,+3.30410879410E+00
-1.03849226E-03,+3.28900304133E+00
-1.03841546E-03,+3.30525025297E+00
-1.03833866E-03,+3.31129248552E+00
-1.03826186E-03,+3.30476100245E+00
-1.03818506E-03,+3.30182147219E+00
-1.03810826E-03,+3.30667929363E+00
-1.03803146E-03,+3.30810825717E+00
-1.03795466E-03,+3.30492409738E+00
-1.03787786E-03,+3.30467939071E+00
-1.03780106E-03,+3.30006632307E+00
-1.03772426E-03,+3.30251626004E+00
-1.03764746E-03,+3.28892193088E+00
-1.03757066E-03,+3.30357680127E+00
-1.03749386E-03,+3.30970024710E+00
-1.03741706E-03,+3.30484250278E+00
-1.03734026E-03,+3.30349525380E+00
-1.03726346E-03,+3.30794496515E+00
-1.03718666E-03,+3.30190324674E+00
-1.03710986E-03,+3.30729203700E+00
-1.03703305E-03,+3.28916708743E+00
-1.03695625E-03,+3.30835299812E+00
-1.03687945E-03,+3.31018989179E+00
-1.03680265E-03,+3.31463942319E+00
-1.03672585E-03,+3.30957750832E+00
-1.03664905E-03,+3.33366178479E+00
-1.03657225E-03,+3.30667937932E+00
-1.03649545E-03,+3.30778150175E+00
-1.03641865E-03,+3.29831118680E+00
-1.03634185E-03,+3.30006648588E+00
-1.03626505E-03,+3.30341377489E+00
-1.03618825E-03,+3.30667940074E+00
-1.03611145E-03,+3.30827137781E+00
-1.03603465E-03,+3.30916976671E+00
-1.03595785E-03,+3.32570130818E+00
-1.03588105E-03,+3.30692445874E+00
-1.03580425E-03,+3.31296556018E+00
-1.03572745E-03,+3.30667942645E+00
-1.03565065E-03,+3.30786291211E+00
-1.03557385E-03,+3.30039336127E+00
-1.03549705E-03,+3.30986331632E+00
-1.03542025E-03,+3.30966037971E+00
-1.03534345E-03,+3.33533418678E+00
-1.03526665E-03,+3.30753594675E+00
-1.03518985E-03,+3.29378064779E+00
-1.03511305E-03,+3.30484237425E+00
-1.03503625E-03,+3.30349563941E+00
-1.03495945E-03,+3.30827137781E+00
-1.03488265E-03,+3.30827137781E+00
-1.03480585E-03,+3.30851659862E+00
-1.03472905E-03,+3.31329229847E+00
-1.03465225E-03,+3.31321054963E+00
-1.03457545E-03,+3.31129164575E+00
-1.03449865E-03,+3.30508761219E+00
-1.03442185E-03,+3.30810785443E+00
-1.03434505E-03,+3.30508762933E+00
-1.03426825E-03,+3.30802606703E+00
-1.03419145E-03,+3.30325045716E+00
-1.03411465E-03,+3.30357757248E+00
-1.03403785E-03,+3.30961788557E+00
-1.03396105E-03,+3.30341403196E+00
-1.03388425E-03,+3.30676132096E+00
-1.03380745E-03,+3.30969963012E+00
-1.03373065E-03,+3.30525129839E+00
-1.03365385E-03,+3.31153685371E+00
-1.03357705E-03,+3.31027225332E+00
-1.03350025E-03,+3.31614870026E+00
-1.03342345E-03,+3.30643410281E+00
-1.03334665E-03,+3.30374138722E+00
-1.03326985E-03,+3.31296499462E+00
-1.03319304E-03,+3.30667956784E+00
-1.03311624E-03,+3.30859871593E+00
-1.03303944E-03,+3.31349284003E+00
-1.03296264E-03,+3.28696833534E+00
-1.03288584E-03,+3.32737289182E+00
-1.03280904E-03,+3.30843508115E+00
-1.03273224E-03,+3.31104566658E+00
-1.03265544E-03,+3.30063991886E+00
-1.03257864E-03,+3.31447475155E+00
-1.03250184E-03,+3.30516970380E+00
-1.03242504E-03,+3.30994501803E+00
-1.03234824E-03,+3.31150068816E+00
-1.03227144E-03,+3.34051595727E+00
-1.03219464E-03,+3.31614826324E+00
-1.03211784E-03,+3.30692529851E+00
-1.03204104E-03,+3.31304661493E+00
-1.03196424E-03,+3.30835327661E+00
-1.03188744E-03,+3.30969930878E+00
-1.03181064E-03,+3.30516981948E+00
-1.03173384E-03,+3.31035457629E+00
-1.03165704E-03,+3.31823130318E+00
-1.03158024E-03,+3.31622997780E+00
-1.03150344E-03,+3.30810752880E+00
-1.03142664E-03,+3.30516988375E+00
-1.03134984E-03,+3.30978115188E+00
-1.03127304E-03,+3.30676161231E+00
-1.03119624E-03,+3.30945336817E+00
-1.03111944E-03,+3.30178793306E+00
-1.03104264E-03,+3.33683984770E+00
-1.03096584E-03,+3.30758119155E+00
-1.03088904E-03,+3.32569791483E+00
-1.03081224E-03,+3.30667970066E+00
-1.03073544E-03,+3.30843531251E+00
-1.03065864E-03,+3.31153668661E+00
-1.03058184E-03,+3.31010896987E+00
-1.03050504E-03,+3.31419408071E+00
-1.03042824E-03,+3.33039058905E+00
-1.03035144E-03,+3.30566199633E+00
-1.03027464E-03,+3.31974088016E+00
-1.03019784E-03,+3.31471994666E+00
-1.03012104E-03,+3.30978101478E+00
-1.03004424E-03,+3.30676174942E+00
-1.02996744E-03,+3.31002702823E+00
-1.02989064E-03,+3.31079851345E+00
-1.02981384E-03,+3.29578446248E+00
-1.02973704E-03,+3.31304622932E+00
-1.02966024E-03,+3.30827137781E+00
-1.02958344E-03,+3.30827137781E+00
-1.02950664E-03,+3.30818934191E+00
-1.02942984E-03,+3.30684385816E+00
-1.02935304E-03,+3.31145456930E+00
-1.02927623E-03,+3.30827137781E+00
-1.02919943E-03,+3.30851753694E+00
-1.02912263E-03,+3.31304612649E+00
-1.02904583E-03,+3.30769694654E+00
-1.02896903E-03,+3.29745862113E+00
-1.02889223E-03,+3.31471972815E+00
-1.02881543E-03,+3.30961672018E+00
-1.02873863E-03,+3.30349669340E+00
-1.02866183E-03,+3.30909220814E+00
-1.02858503E-03,+3.32385855755E+00
-1.02850823E-03,+3.30247982456E+00
-1.02843143E-03,+3.31924799636E+00
-1.02835463E-03,+3.30517039789E+00
-1.02827783E-03,+3.31010922694E+00
-1.02820103E-03,+3.31345651595E+00
-1.02812423E-03,+3.31647535285E+00
-1.02804743E-03,+3.31304594654E+00
-1.02797063E-03,+3.30843562100E+00
-1.02789383E-03,+3.31137228061E+00
-1.02781703E-03,+3.30676199792E+00
-1.02774023E-03,+3.30961648024E+00
-1.02766343E-03,+3.30382542828E+00
-1.02758663E-03,+3.31463736662E+00
-1.02750983E-03,+3.30835352511E+00
-1.02743303E-03,+3.30813768316E+00
-1.02735623E-03,+3.27517882998E+00
-1.02727943E-03,+3.31463729807E+00
-1.02720263E-03,+3.30983250215E+00
-1.02712583E-03,+3.33892017982E+00
-1.02704903E-03,+3.31622871386E+00
-1.02697223E-03,+3.30835355511E+00
-1.02689543E-03,+3.31002719961E+00
-1.02681863E-03,+3.31367330478E+00
-1.02674183E-03,+3.35181586077E+00
-1.02666503E-03,+3.31949369275E+00
-1.02658823E-03,+3.30994501803E+00
-1.02651143E-03,+3.31010942403E+00
-1.02643463E-03,+3.31337450575E+00
-1.02635783E-03,+3.31455488084E+00
-1.02628103E-03,+3.30709103271E+00
-1.02620423E-03,+3.31540627684E+00
-1.02612743E-03,+3.29227499544E+00
-1.02605063E-03,+3.30651550889E+00
-1.02597383E-03,+3.30500633037E+00
-1.02589703E-03,+3.30676221215E+00
-1.02582023E-03,+3.31035622583E+00
-1.02574343E-03,+3.31765525236E+00
-1.02566663E-03,+3.30508859764E+00
-1.02558983E-03,+3.30934068519E+00
-1.02551303E-03,+3.32928837236E+00
-1.02543623E-03,+3.31471914974E+00
-1.02535942E-03,+3.30961594896E+00
-1.02528262E-03,+3.30366181492E+00
-1.02520582E-03,+3.31161865825E+00
-1.02512902E-03,+3.31153637813E+00
-1.02505222E-03,+3.31019187125E+00
-1.02497542E-03,+3.31455449523E+00
-1.02489862E-03,+3.30709149544E+00
-1.02482182E-03,+3.31655728164E+00
-1.02474502E-03,+3.31414292325E+00
-1.02466822E-03,+3.29897028896E+00
-1.02459142E-03,+3.31337460858E+00
-1.02451462E-03,+3.31480130989E+00
-1.02443782E-03,+3.31170097693E+00
-1.02436102E-03,+3.31164583914E+00
-1.02428422E-03,+3.27973716686E+00
-1.02420742E-03,+3.27987481614E+00
-1.02413062E-03,+3.31419799248E+00
-1.02405382E-03,+3.33046723929E+00
-1.02397702E-03,+3.30676242637E+00
-1.02390022E-03,+3.31019206405E+00
-1.02382342E-03,+3.31488358573E+00
-1.02374662E-03,+3.31296286950E+00
-1.02366982E-03,+3.30692718370E+00
-1.02359302E-03,+3.31304520103E+00
-1.02351622E-03,+3.30884796849E+00
-1.02343942E-03,+3.31982211058E+00
-1.02336262E-03,+3.31631006424E+00
-1.02328582E-03,+3.31019216688E+00
-1.02320902E-03,+3.31480116422E+00
-1.02313222E-03,+3.31161865825E+00
-1.02305542E-03,+3.31120667923E+00
-1.02297862E-03,+3.30390965786E+00
-1.02290182E-03,+3.31630996141E+00
-1.02282502E-03,+3.31010983534E+00
-1.02274822E-03,+3.31329229847E+00
-1.02267142E-03,+3.31312746401E+00
-1.02259462E-03,+3.31010986105E+00
-1.02251782E-03,+3.31304502108E+00
-1.02244102E-03,+3.30835380789E+00
-1.02236422E-03,+3.31019232112E+00
-1.02228742E-03,+3.31447130679E+00
-1.02221062E-03,+3.30517142618E+00
-1.02213382E-03,+3.30994501803E+00
-1.02205702E-03,+3.31019237254E+00
-1.02198022E-03,+3.31471857132E+00
-1.02190342E-03,+3.31002747810E+00
-1.02182662E-03,+3.31137126518E+00
-1.02174982E-03,+3.30701008080E+00
-1.02167302E-03,+3.31422368236E+00
-1.02159622E-03,+3.30072794882E+00
-1.02151942E-03,+3.31647461591E+00
-1.02144261E-03,+3.31353975580E+00
-1.02136581E-03,+3.31790076880E+00
-1.02128901E-03,+3.31027499542E+00
-1.02121221E-03,+3.31680457617E+00
-1.02113541E-03,+3.31957434475E+00
-1.02105861E-03,+3.31178367265E+00
-1.02098181E-03,+3.31513096165E+00
-1.02090501E-03,+3.31798315604E+00
-1.02082821E-03,+3.31178369836E+00
-1.02075141E-03,+3.31496593868E+00
-1.02067461E-03,+3.31513099593E+00
-1.02059781E-03,+3.31806562039E+00
-1.02052101E-03,+3.31320976127E+00
-1.02044421E-03,+3.31194882416E+00
-1.02036741E-03,+3.31814812760E+00
-1.02029061E-03,+3.31496593868E+00
-1.02021381E-03,+3.31529615601E+00
-1.02013701E-03,+3.32232096848E+00
-1.02006021E-03,+3.33438911810E+00
-1.01998341E-03,+3.32141279800E+00
-1.01990661E-03,+3.31672215037E+00
-1.01982981E-03,+3.31839579487E+00
-1.01975301E-03,+3.31990427930E+00
-1.01967621E-03,+3.31864355641E+00
-1.01959941E-03,+3.32484260278E+00
-1.01952261E-03,+3.32174309245E+00
-1.01944581E-03,+3.32300375107E+00
-1.01936901E-03,+3.31688738328E+00
-1.01929221E-03,+3.32182571104E+00
-1.01921541E-03,+3.32475994990E+00
-1.01913861E-03,+3.32006947365E+00
-1.01906181E-03,+3.32174311815E+00
-1.01898501E-03,+3.32316889401E+00
-1.01890821E-03,+3.32015211367E+00
-1.01883141E-03,+3.32325150832E+00
-1.01875461E-03,+3.32149522808E+00
-1.01867781E-03,+3.31847849916E+00
-1.01860101E-03,+3.32157785525E+00
-1.01852421E-03,+3.31973891356E+00
-1.01844741E-03,+3.31529655018E+00
-1.01837061E-03,+3.32166049955E+00
-1.01829381E-03,+3.32190848389E+00
-1.01821701E-03,+3.32643342302E+00
-1.01814021E-03,+3.32199117961E+00
-1.01806341E-03,+3.32818971183E+00
-1.01798661E-03,+3.32467706566E+00
-1.01790981E-03,+3.31864395059E+00
-1.01783301E-03,+3.32467703138E+00
-1.01775621E-03,+3.31889205917E+00
-1.01767941E-03,+3.32969791776E+00
-1.01760261E-03,+3.32341683978E+00
-1.01752580E-03,+3.32500777999E+00
-1.01744900E-03,+3.32484236284E+00
-1.01737220E-03,+3.32174321241E+00
-1.01729540E-03,+3.32333413977E+00
-1.01721860E-03,+3.32308597549E+00
-1.01714180E-03,+3.31856139626E+00
-1.01706500E-03,+3.32316867978E+00
-1.01698820E-03,+3.32015232790E+00
-1.01691140E-03,+3.32341687834E+00
-1.01683460E-03,+3.32500777999E+00
-1.01675780E-03,+3.32500777999E+00
-1.01668100E-03,+3.32459402289E+00
-1.01660420E-03,+3.31697060172E+00
-1.01652740E-03,+3.32316861980E+00
-1.01645060E-03,+3.32023515216E+00
-1.01637380E-03,+3.32500777999E+00
-1.01629700E-03,+3.32500777999E+00
-1.01622020E-03,+3.32475944861E+00
-1.01614340E-03,+3.31998685934E+00
-1.01606660E-03,+3.31998685934E+00
-1.01598980E-03,+3.32015243930E+00
-1.01591300E-03,+3.32325134551E+00
-1.01583620E-03,+3.32124650681E+00
-1.01575940E-03,+3.31378911547E+00
-1.01568260E-03,+3.32316852554E+00
-1.01560580E-03,+3.32006967074E+00
-1.01552900E-03,+3.32141205249E+00
-1.01545220E-03,+3.31697085879E+00
-1.01537540E-03,+3.32300284275E+00
-1.01529860E-03,+3.31672240744E+00
-1.01522180E-03,+3.31847888477E+00
-1.01514500E-03,+3.32166049955E+00
-1.01506820E-03,+3.32166049955E+00
-1.01499140E-03,+3.32141196252E+00
-1.01491460E-03,+3.31680527883E+00
-1.01483780E-03,+3.31990400509E+00
-1.01476100E-03,+3.31831321912E+00
-1.01468420E-03,+3.31839608194E+00
-1.01460740E-03,+3.31982112513E+00
-1.01453060E-03,+3.31680532167E+00
-1.01445380E-03,+3.31998685934E+00
-1.01437700E-03,+3.32006973929E+00
-1.01430020E-03,+3.32174338379E+00
-1.01422340E-03,+3.32308547420E+00
-1.01414660E-03,+3.31814743350E+00
-1.01406980E-03,+3.31513173287E+00
-1.01399300E-03,+3.31823031774E+00
-1.01391620E-03,+3.31672248456E+00
-1.01383940E-03,+3.31831321912E+00
-1.01376260E-03,+3.31814739066E+00
-1.01368580E-03,+3.31480010165E+00
-1.01360899E-03,+3.31170158105E+00
-1.01353219E-03,+3.31329229847E+00
-1.01345539E-03,+3.31354109257E+00
-1.01337859E-03,+3.31831321912E+00
-1.01330179E-03,+3.31806439930E+00
-1.01322499E-03,+3.31354113114E+00
-1.01314819E-03,+3.31814732210E+00
-1.01307139E-03,+3.31504889148E+00
-1.01299459E-03,+3.31672253598E+00
-1.01291779E-03,+3.31823025776E+00
-1.01284099E-03,+3.31655661326E+00
-1.01276419E-03,+3.31504890861E+00
-1.01268739E-03,+3.31630768204E+00
-1.01261059E-03,+3.31027693203E+00
-1.01253379E-03,+3.31655659612E+00
-1.01245699E-03,+3.31513191282E+00
-1.01238019E-03,+3.31814723641E+00
-1.01230339E-03,+3.31479994741E+00
-1.01222659E-03,+3.31178465809E+00
-1.01214979E-03,+3.31479993027E+00
-1.01207299E-03,+3.31186768372E+00
-1.01199619E-03,+3.31647355335E+00
-1.01191939E-03,+3.31329229847E+00
-1.01184259E-03,+3.31320927712E+00
-1.01176579E-03,+3.31170168388E+00
-1.01168899E-03,+3.31329229847E+00
-1.01161219E-03,+3.31337533266E+00
-1.01153539E-03,+3.31479986172E+00
-1.01145859E-03,+3.31178474378E+00
-1.01138179E-03,+3.31521507984E+00
-1.01130499E-03,+3.31965465399E+00
-1.01122819E-03,+3.31337535409E+00
-1.01115139E-03,+3.31471675897E+00
-1.01107459E-03,+3.31019421060E+00
-1.01099779E-03,+3.31479980173E+00
-1.01092099E-03,+3.31178480377E+00
-1.01084419E-03,+3.31479978460E+00
-1.01076739E-03,+3.31170173958E+00
-1.01069059E-03,+3.31329229847E+00
-1.01061379E-03,+3.31337538836E+00
-1.01053699E-03,+3.31479975032E+00
-1.01046019E-03,+3.31178485518E+00
-1.01038339E-03,+3.31463352768E+00
-1.01030659E-03,+3.30843759188E+00
-1.01022979E-03,+3.31145243561E+00
-1.01015299E-03,+3.30835449342E+00
-1.01007619E-03,+3.31019437770E+00
-1.00999939E-03,+3.31496593868E+00
-1.00992259E-03,+3.31488281023E+00
-1.00984579E-03,+3.31312603298E+00
-1.00976899E-03,+3.31002815506E+00
-1.00969218E-03,+3.31170179956E+00
-1.00961538E-03,+3.31312600727E+00
-1.00953858E-03,+3.31011131779E+00
-1.00946178E-03,+3.31312599014E+00
-1.00938498E-03,+3.30977870113E+00
-1.00930818E-03,+3.30676406306E+00
-1.00923138E-03,+3.31002818505E+00
-1.00915458E-03,+3.31161865825E+00
-1.00907778E-03,+3.31170183384E+00
-1.00900098E-03,+3.31295957898E+00
-1.00892418E-03,+3.30701365838E+00
-1.00884738E-03,+3.31463318492E+00
-1.00877058E-03,+3.30852095599E+00
-1.00869378E-03,+3.31312590445E+00
-1.00861698E-03,+3.31002821933E+00
-1.00854018E-03,+3.31170186383E+00
-1.00846338E-03,+3.31320908860E+00
-1.00838658E-03,+3.31145222995E+00
-1.00830978E-03,+3.30802172251E+00
-1.00823298E-03,+3.30341690260E+00
-1.00815618E-03,+3.30668096460E+00
-1.00807938E-03,+3.30818814653E+00
-1.00800258E-03,+3.30684744431E+00
-1.00792578E-03,+3.31153541839E+00
-1.00784898E-03,+3.31002826217E+00
-1.00777218E-03,+3.31170190667E+00
-1.00769538E-03,+3.31337555118E+00
-1.00761858E-03,+3.31496593868E+00
-1.00754178E-03,+3.31479941613E+00
-1.00746498E-03,+3.31136886156E+00
-1.00738818E-03,+3.30659773760E+00
-1.00731138E-03,+3.30643118933E+00
-1.00723458E-03,+3.30350029241E+00
-1.00715778E-03,+3.30827137781E+00
-1.00708098E-03,+3.30827137781E+00
-1.00700418E-03,+3.30810479527E+00
-1.00692738E-03,+3.30517398404E+00
-1.00685058E-03,+3.30994501803E+00
-1.00677378E-03,+3.31027823453E+00
-1.00669698E-03,+3.31613972845E+00
-1.00662018E-03,+3.30668105029E+00
-1.00654338E-03,+3.30802142688E+00
-1.00646658E-03,+3.30350042095E+00
-1.00638978E-03,+3.30802140117E+00
-1.00631298E-03,+3.30333378699E+00
-1.00623618E-03,+3.30517409972E+00
-1.00615938E-03,+3.30977834123E+00
-1.00608258E-03,+3.30651439491E+00
-1.00600578E-03,+3.30484075041E+00
-1.00592898E-03,+3.30350051092E+00
-1.00585217E-03,+3.30802131120E+00
-1.00577537E-03,+3.30366725627E+00
-1.00569857E-03,+3.31170202236E+00
-1.00562177E-03,+3.31320893007E+00
-1.00554497E-03,+3.31128516754E+00
-1.00546817E-03,+3.30517422826E+00
-1.00539137E-03,+3.30994501803E+00
-1.00531457E-03,+3.30969486144E+00
-1.00523777E-03,+3.30500748719E+00
-1.00516097E-03,+3.30651434350E+00
-1.00508417E-03,+3.30517429253E+00
-1.00500737E-03,+3.30986161536E+00
-1.00493057E-03,+3.30827137781E+00
-1.00485377E-03,+3.30827137781E+00
-1.00477697E-03,+3.30827137781E+00
-1.00470017E-03,+3.30810453820E+00
-1.00462337E-03,+3.30500752147E+00
-1.00454657E-03,+3.30659773760E+00
-1.00446977E-03,+3.30643087228E+00
-1.00439297E-03,+3.30366764188E+00
-1.00431617E-03,+3.31120145211E+00
-1.00423937E-03,+3.30350079370E+00
-1.00416257E-03,+3.30802102842E+00
-1.00408577E-03,+3.30341736532E+00
-1.00400897E-03,+3.30651427923E+00
-1.00393217E-03,+3.30459024677E+00
-1.00385537E-03,+3.29864687119E+00
-1.00377857E-03,+3.30668120882E+00
-1.00370177E-03,+3.30810442680E+00
-1.00362497E-03,+3.30500757717E+00
-1.00354817E-03,+3.30651425352E+00
-1.00347137E-03,+3.30467363230E+00
-1.00339457E-03,+3.30015365465E+00
-1.00331777E-03,+3.30500759431E+00
-1.00324097E-03,+3.30609673032E+00
-1.00316417E-03,+3.29697342377E+00
-1.00308737E-03,+3.30517462672E+00
-1.00301057E-03,+3.30944393364E+00
-1.00293377E-03,+3.30007021343E+00
-1.00285697E-03,+3.30358454770E+00
-1.00278017E-03,+3.30969443727E+00
-1.00270337E-03,+3.30492409738E+00
-1.00262657E-03,+3.30492409738E+00
-1.00254977E-03,+3.30492409738E+00
-1.00247297E-03,+3.30492409738E+00
-1.00239617E-03,+3.30509119406E+00
-1.00231937E-03,+3.30785361468E+00
-1.00224257E-03,+3.30007029055E+00
-1.00216577E-03,+3.30325045716E+00
-1.00208897E-03,+3.30308332620E+00
-1.00201217E-03,+3.29998674649E+00
-1.00193536E-03,+3.30182753909E+00
-1.00185856E-03,+3.30643058093E+00
-1.00178176E-03,+3.30341762240E+00
-1.00170496E-03,+3.30634697689E+00
-1.00162816E-03,+3.30199477288E+00
-1.00155136E-03,+3.30961063614E+00
-1.00147456E-03,+3.30316685740E+00
-1.00139776E-03,+3.30166042098E+00
-1.00132096E-03,+3.30333406549E+00
-1.00124416E-03,+3.30450603433E+00
-1.00116736E-03,+3.29689036387E+00
-1.00109056E-03,+3.30350132070E+00
-1.00101376E-03,+3.30793687596E+00
-1.00093696E-03,+3.30166044669E+00
-1.00086016E-03,+3.30341772523E+00
-1.00078336E-03,+3.30626318433E+00
-1.00070656E-03,+3.30015410453E+00
-1.00062976E-03,+3.30484045049E+00
-1.00055296E-03,+3.30325045716E+00
-1.00047616E-03,+3.30316680171E+00
-1.00039936E-03,+3.30166047668E+00
-1.00032256E-03,+3.30316679314E+00
-1.00024576E-03,+3.30149314863E+00
-1.00016896E-03,+3.30007052191E+00
-1.00009216E-03,+3.30316678028E+00
-1.00001536E-03,+3.30166049810E+00
-999.93856E-06,+3.30291571537E+00
-999.86176E-06,+3.29689065522E+00
-999.78496E-06,+3.30325045716E+00
-999.70816E-06,+3.30299936226E+00
-999.63136E-06,+3.29839694168E+00
-999.55456E-06,+3.30157681694E+00
-999.47776E-06,+3.30149310579E+00
-999.40096E-06,+3.29990317672E+00
-999.32416E-06,+3.30015433589E+00
-999.24736E-06,+3.30467292535E+00
-999.17056E-06,+3.30015436160E+00
-999.09376E-06,+3.30475663222E+00
-999.01696E-06,+3.30157681694E+00
-998.94016E-06,+3.30166055809E+00
-998.86336E-06,+3.30341794802E+00
-998.78656E-06,+3.30626273874E+00
-998.70976E-06,+3.29990317672E+00
-998.63296E-06,+3.29998693501E+00
-998.55616E-06,+3.30140929181E+00
-998.47936E-06,+3.29822953651E+00
-998.40256E-06,+3.29864839219E+00
-998.32576E-06,+3.30643018675E+00
-998.24896E-06,+3.30333423687E+00
-998.17216E-06,+3.30492409738E+00
-998.09536E-06,+3.30475652083E+00
-998.01855E-06,+3.30149302438E+00
-997.94175E-06,+3.29973558304E+00
-997.86495E-06,+3.29647209516E+00
-997.78815E-06,+3.29521747773E+00
-997.71135E-06,+3.30157681694E+00
-997.63455E-06,+3.30166063093E+00
-997.55775E-06,+3.30350191196E+00
-997.48095E-06,+3.30810373271E+00
-997.40415E-06,+3.30467261687E+00
-997.32735E-06,+3.29998700785E+00
-997.25055E-06,+3.30149298154E+00
-997.17375E-06,+3.29973549734E+00
-997.09695E-06,+3.29680742821E+00
-997.02015E-06,+3.30149296868E+00
-996.94335E-06,+3.30007088181E+00
-996.86655E-06,+3.30299888668E+00
-996.78975E-06,+3.29848111985E+00
-996.71295E-06,+3.30316659176E+00
-996.63615E-06,+3.30157681694E+00
-996.55935E-06,+3.30174456487E+00
-996.48255E-06,+3.30475634088E+00
-996.40575E-06,+3.30132516934E+00
-996.32895E-06,+3.29647200947E+00
-996.25215E-06,+3.29546949380E+00
-996.17535E-06,+3.30634605143E+00
-996.09855E-06,+3.30233191400E+00
-996.02175E-06,+3.31588444328E+00
-995.94495E-06,+3.30149290870E+00
-995.86815E-06,+3.29973535167E+00
-995.79135E-06,+3.29655589629E+00
-995.71455E-06,+3.29655589629E+00
-995.63775E-06,+3.29672374705E+00
-995.56095E-06,+3.29965138773E+00
-995.48415E-06,+3.29555372767E+00
-995.40735E-06,+3.30801956311E+00
-995.33055E-06,+3.30299862960E+00
-995.25375E-06,+3.29822953651E+00
-995.17695E-06,+3.29822953651E+00
-995.10015E-06,+3.29814558113E+00
-995.02335E-06,+3.29680777526E+00
-994.94655E-06,+3.30157681694E+00
-994.86975E-06,+3.30124094404E+00
-994.79295E-06,+3.29513417360E+00
-994.71615E-06,+3.29981919993E+00
-994.63935E-06,+3.29839749867E+00
-994.56255E-06,+3.30140884621E+00
-994.48575E-06,+3.29839751580E+00
-994.40895E-06,+3.30149282301E+00
-994.33215E-06,+3.30015517138E+00
-994.25535E-06,+3.30442008237E+00
-994.17855E-06,+3.29521828322E+00
-994.10174E-06,+3.30140879480E+00
-994.02494E-06,+3.29814552115E+00
-993.94814E-06,+3.29680795521E+00
-993.87134E-06,+3.30124072124E+00
-993.79454E-06,+3.29513434070E+00
-993.71774E-06,+3.29973511174E+00
-993.64094E-06,+3.29630378595E+00
-993.56414E-06,+3.29061052394E+00
-993.48734E-06,+3.27446965880E+00
-993.41054E-06,+3.29998722636E+00
-993.33374E-06,+3.30132465519E+00
-993.25694E-06,+3.29655589629E+00
-993.18014E-06,+3.29663995878E+00
-993.10334E-06,+3.29848173682E+00
-993.02654E-06,+3.30283010189E+00
-992.94974E-06,+3.29513448209E+00
-992.87294E-06,+3.29990317672E+00
-992.79614E-06,+3.30007134454E+00
-992.71934E-06,+3.30291410439E+00
-992.64254E-06,+3.29663998877E+00
-992.56574E-06,+3.29839773003E+00
-992.48894E-06,+3.30124041276E+00
-992.41214E-06,+3.29496636140E+00
