s,v,i
10284,3.30097,0.142384
10285,3.29988,0.140972
10286,3.29828,0.143418
10287,3.30104,0.142706
10288,3.30069,0.141177
10289,3.2985,0.142754
10290,3.30068,0.14332
10291,3.30063,0.141328
10292,3.29866,0.142096
10293,3.3005,0.143708
10294,3.30056,0.141496
10295,3.29854,0.141676
10296,3.30065,0.143913
10297,3.30126,0.141714
10298,3.29923,0.141065
10299,3.2991,0.14397
10300,3.30107,0.14226
10301,3.30019,0.140979
10302,3.29883,0.143722
10303,3.30063,0.142494
10304,3.30021,0.141057
10305,3.29884,0.143102
10306,3.30112,0.142992
10307,3.29989,0.141693
10308,3.29928,0.144173
10309,3.30024,0.147982
10310,3.30065,0.141775
10311,3.29922,0.141123
10312,3.29964,0.143782
10313,3.30117,0.142378
10314,3.29966,0.140985
10315,3.29846,0.143334
10316,3.30049,0.14281
10317,3.30052,0.141109
10318,3.29856,0.142716
10319,3.30097,0.143293
10320,3.301,0.141408
10321,3.29799,0.142072
10322,3.30056,0.143746
10323,3.3007,0.141603
10324,3.29818,0.141922
10325,3.30036,0.144056
10326,3.30089,0.141502
10327,3.29813,0.14229
10328,3.30066,0.143824
10329,3.30109,0.141406
10330,3.29816,0.142208
10331,3.30089,0.143848
10332,3.30057,0.141466
10333,3.2983,0.14263
10334,3.30094,0.143452
10335,3.3007,0.141456
10336,3.29817,0.142748
10337,3.3011,0.144158
10338,3.2989,0.141551
10339,3.29968,0.148049
10340,3.30033,0.144087
10341,3.30079,0.141564
10342,3.29834,0.142109
10343,3.30052,0.143704
10344,3.3011,0.141696
10345,3.29857,0.141499
10346,3.30021,0.144101
10347,3.30104,0.141757
10348,3.29928,0.141122
10349,3.29907,0.143918
10350,3.30066,0.142295
10351,3.29947,0.141065
10352,3.29925,0.143567
10353,3.30112,0.142587
10354,3.30043,0.141061
10355,3.29815,0.143027
10356,3.30095,0.143132
10357,3.30091,0.14124
10358,3.29819,0.142259
10359,3.30058,0.143579
10360,3.30064,0.141511
10361,3.29839,0.141782
10362,3.3004,0.143783
10363,3.30099,0.141721
10364,3.29871,0.141216
10365,3.29933,0.143888
10366,3.30096,0.14224
10367,3.29868,0.142427
10368,3.30075,0.143945
10369,3.30007,0.147623
10370,3.3009,0.141293
10371,3.29832,0.141754
10372,3.29992,0.143841
10373,3.30074,0.14182
10374,3.29878,0.141285
10375,3.30018,0.143898
10376,3.30132,0.142161
10377,3.29926,0.141052
10378,3.29899,0.143844
10379,3.30102,0.14238
10380,3.30019,0.140957
10381,3.29856,0.143478
10382,3.30068,0.142619
10383,3.30045,0.14127
10384,3.29813,0.142455
10385,3.30096,0.143496
10386,3.30075,0.141422
10387,3.29794,0.14203
10388,3.30065,0.143793
10389,3.30122,0.141462
10390,3.29898,0.141329
10391,3.29949,0.143948
10392,3.30083,0.142016
10393,3.29926,0.141146
10394,3.2997,0.144046
10395,3.30102,0.142251
10396,3.299,0.141296
10397,3.3004,0.145292
10398,3.30069,0.141527
10399,3.29978,0.147558
10400,3.29862,0.143513
10401,3.30105,0.142922
10402,3.30013,0.141196
10403,3.29866,0.143326
10404,3.30097,0.142971
10405,3.30024,0.141195
10406,3.29831,0.143312
10407,3.30102,0.143154
10408,3.30027,0.141113
10409,3.29819,0.143388
10410,3.30111,0.143042
10411,3.30016,0.141151
10412,3.29852,0.143433
10413,3.30117,0.143022
10414,3.3003,0.141071
10415,3.29881,0.143295
10416,3.30068,0.142963
10417,3.3003,0.1411
10418,3.29829,0.142568
10419,3.30091,0.143428
10420,3.30057,0.141318
10421,3.29835,0.141835
10422,3.3,0.143835
10423,3.30042,0.141742
10424,3.29883,0.141209
10425,3.29991,0.14467
10426,3.30089,0.142622
10427,3.29869,0.143251
10428,3.30076,0.144923
10429,3.29968,0.147902
10430,3.30092,0.1419
10431,3.2982,0.142794
10432,3.30032,0.144378
10433,3.30057,0.142138
10434,3.29873,0.142442
10435,3.30034,0.144432
10436,3.30057,0.142446
10437,3.29877,0.141886
10438,3.29987,0.14471
10439,3.30114,0.142614
10440,3.29941,0.141715
10441,3.29898,0.144494
10442,3.30099,0.143028
10443,3.29999,0.141809
10444,3.29875,0.143777
10445,3.30083,0.143636
10446,3.3008,0.141725
10447,3.29839,0.143565
10448,3.30055,0.14384
10449,3.30039,0.141932
10450,3.29848,0.142955
10451,3.30096,0.144197
10452,3.30051,0.142147
10453,3.29848,0.142142
10454,3.29982,0.144526
10455,3.30082,0.142542
10456,3.29934,0.141838
10457,3.30006,0.145941
10458,3.29899,0.143924
10459,3.30133,0.146276
10460,3.2983,0.143151
10461,3.30086,0.144128
10462,3.30078,0.142009
10463,3.29821,0.142721
10464,3.3009,0.144538
10465,3.3008,0.1421
10466,3.29823,0.142702
10467,3.30055,0.144568
10468,3.30099,0.142163
10469,3.29817,0.14297
10470,3.3008,0.144495
10471,3.30086,0.14201
10472,3.29806,0.143312
10473,3.30079,0.144188
10474,3.30059,0.141928
10475,3.29819,0.143866
10476,3.30102,0.143924
10477,3.30018,0.141716
10478,3.2982,0.144149
10479,3.3009,0.143629
10480,3.29981,0.141759
10481,3.29907,0.144572
10482,3.30101,0.143161
10483,3.29941,0.141833
10484,3.29936,0.144719
10485,3.30112,0.142854
10486,3.29941,0.141768
10487,3.29995,0.14603
10488,3.29888,0.144857
10489,3.3015,0.145231
10490,3.29851,0.143509
10491,3.30055,0.143774
10492,3.30082,0.1419
10493,3.29861,0.142961
10494,3.3003,0.144204
10495,3.30095,0.142163
10496,3.29854,0.142352
10497,3.30005,0.144516
10498,3.30069,0.142296
10499,3.29892,0.142022
10500,3.29994,0.144658
10501,3.30057,0.142463
10502,3.299,0.141954
10503,3.29945,0.144389
10504,3.30072,0.142921
10505,3.29962,0.141626
10506,3.2988,0.144486
10507,3.30137,0.143098
10508,3.29966,0.141672
10509,3.29906,0.144313
10510,3.30066,0.143157
10511,3.30015,0.141713
10512,3.29841,0.14419
10513,3.30091,0.143327
10514,3.30058,0.141772
10515,3.29817,0.143608
10516,3.30099,0.143827
10517,3.29954,0.142595
10518,3.29966,0.148015
10519,3.29976,0.151216
10520,3.30023,0.144979
10521,3.30003,0.145983
10522,3.30081,0.14189
10523,3.29808,0.143453
10524,3.30096,0.143837
10525,3.30081,0.142044
10526,3.29794,0.14334
10527,3.3007,0.144077
10528,3.30077,0.141957
10529,3.29827,0.143396
10530,3.30104,0.144056
10531,3.30029,0.141823
10532,3.29826,0.143352
10533,3.30084,0.144186
10534,3.3007,0.141822
10535,3.29828,0.144126
10536,3.30099,0.14361
10537,3.29973,0.14186
10538,3.29933,0.144828
10539,3.30111,0.143
10540,3.29872,0.142105
10541,3.30015,0.144871
10542,3.30103,0.142503
10543,3.29823,0.143018
10544,3.30094,0.144468
10545,3.30048,0.141948
10546,3.2983,0.143922
10547,3.30127,0.144481
10548,3.29983,0.148011
10549,3.29858,0.144186
10550,3.30107,0.14375
10551,3.29995,0.141859
10552,3.299,0.144753
10553,3.30124,0.143062
10554,3.29861,0.142091
10555,3.30011,0.145128
10556,3.3008,0.142197
10557,3.29835,0.143085
10558,3.30075,0.144243
10559,3.30088,0.141952
10560,3.29824,0.143267
10561,3.30086,0.144097
10562,3.30066,0.141913
10563,3.29826,0.14359
10564,3.30088,0.143899
10565,3.30057,0.141795
10566,3.298,0.143752
10567,3.30092,0.143743
10568,3.30038,0.141832
10569,3.29878,0.14396
10570,3.30094,0.143629
10571,3.30031,0.141669
10572,3.29867,0.144592
10573,3.30108,0.143038
10574,3.29993,0.14172
10575,3.29885,0.144399
10576,3.30135,0.143595
10577,3.29836,0.143086
10578,3.30067,0.152042
10579,3.29984,0.147144
10580,3.29939,0.145261
10581,3.30112,0.143078
10582,3.29912,0.141065
10583,3.2996,0.144215
10584,3.3007,0.141983
10585,3.29906,0.141414
10586,3.30011,0.144013
10587,3.30098,0.141844
10588,3.29865,0.141564
10589,3.30028,0.144034
10590,3.30092,0.141805
10591,3.29856,0.141603
10592,3.30006,0.144011
10593,3.30104,0.141673
10594,3.29838,0.141772
10595,3.30021,0.143947
10596,3.30088,0.14167
10597,3.2983,0.14202
10598,3.3005,0.143766
10599,3.30081,0.141521
10600,3.29822,0.142249
10601,3.30072,0.143727
10602,3.30087,0.14135
10603,3.29829,0.142486
10604,3.30084,0.143634
10605,3.30075,0.141292
10606,3.29837,0.144449
10607,3.30123,0.142634
10608,3.29851,0.152424
10609,3.29947,0.145384
10610,3.3012,0.145007
10611,3.2988,0.144274
10612,3.30124,0.142388
10613,3.29893,0.141414
10614,3.30003,0.144374
10615,3.30084,0.141831
10616,3.29816,0.142038
10617,3.30052,0.143974
10618,3.30086,0.141475
10619,3.29812,0.142914
10620,3.30104,0.143416
10621,3.30052,0.141275
10622,3.2983,0.14336
10623,3.30092,0.143146
10624,3.29994,0.141163
10625,3.2991,0.144043
10626,3.30087,0.142523
10627,3.29922,0.141288
10628,3.29938,0.14425
10629,3.30116,0.141899
10630,3.29915,0.1413
10631,3.29957,0.143908
10632,3.30115,0.142233
10633,3.2992,0.141152
10634,3.29945,0.143823
10635,3.30099,0.142469
10636,3.29879,0.142464
10637,3.30073,0.144197
10638,3.30008,0.147778
10639,3.30015,0.14107
10640,3.29867,0.142771
10641,3.30062,0.143454
10642,3.30075,0.141266
10643,3.29833,0.142664
10644,3.3009,0.143427
10645,3.30067,0.14135
10646,3.29833,0.142359
10647,3.30046,0.143619
10648,3.3007,0.141466
10649,3.2981,0.141977
10650,3.30081,0.143872
10651,3.30063,0.141633
10652,3.29871,0.141734
10653,3.30044,0.144017
10654,3.30095,0.141663
10655,3.29835,0.141607
10656,3.30034,0.144035
10657,3.30103,0.141851
10658,3.29863,0.141451
10659,3.30017,0.144204
10660,3.30089,0.141864
10661,3.29872,0.14165
10662,3.30015,0.143948
10663,3.30076,0.141796
10664,3.29869,0.141515
10665,3.30011,0.144057
10666,3.30125,0.142303
10667,3.29827,0.143124
10668,3.29969,0.153675
10669,3.30029,0.150328
10670,3.29966,0.144192
10671,3.30137,0.145402
10672,3.29861,0.144893
10673,3.30079,0.143091
10674,3.29966,0.146031
10675,3.29872,0.143715
10676,3.30168,0.144651
10677,3.29869,0.145436
10678,3.29996,0.142811
10679,3.30059,0.146073
10680,3.29875,0.144272
10681,3.30125,0.143889
10682,3.29977,0.146863
10683,3.30009,0.14772
10684,3.2999,0.147605
10685,3.29914,0.147782
10686,3.29905,0.14825
10687,3.29972,0.148382
10688,3.3016,0.144864
10689,3.29871,0.145248
10690,3.30012,0.143023
10691,3.30051,0.146095
10692,3.29869,0.144617
10693,3.3012,0.1436
10694,3.29953,0.145933
10695,3.29919,0.143262
10696,3.30057,0.146193
10697,3.29893,0.149412
10698,3.30116,0.152509
10699,3.29943,0.147854
10700,3.29929,0.14811
10701,3.29975,0.14851
10702,3.30143,0.144602
10703,3.29885,0.145382
10704,3.30029,0.142662
10705,3.3001,0.14599
10706,3.29884,0.143407
10707,3.30127,0.144761
10708,3.29856,0.145049
10709,3.3007,0.142811
10710,3.29984,0.146066
10711,3.29893,0.143147
10712,3.30146,0.145043
10713,3.29943,0.146527
10714,3.30009,0.147747
10715,3.3001,0.147627
10716,3.30019,0.147583
10717,3.29978,0.147576
10718,3.29967,0.147525
10719,3.29885,0.14578
10720,3.29982,0.14261
10721,3.30079,0.145885
10722,3.29864,0.144069
10723,3.30153,0.144002
10724,3.29894,0.145633
10725,3.29967,0.142714
10726,3.301,0.146268
10727,3.2994,0.147037
10728,3.29905,0.149122
10729,3.29982,0.14789
10730,3.29951,0.1483
10731,3.30007,0.148312
10732,3.29993,0.148431
10733,3.30115,0.14325
10734,3.29923,0.145469
10735,3.30044,0.142073
10736,3.29942,0.145553
10737,3.29983,0.142303
10738,3.30026,0.145525
10739,3.29944,0.142329
10740,3.30089,0.145507
10741,3.29856,0.143691
10742,3.30142,0.144318
10743,3.2986,0.144804
10744,3.30022,0.14386
10745,3.30036,0.146962
10746,3.30025,0.147109
10747,3.29984,0.147337
10748,3.30007,0.147295
10749,3.30005,0.147361
10750,3.29963,0.145835
10751,3.2997,0.142227
10752,3.30031,0.14562
10753,3.29918,0.142502
10754,3.30101,0.145318
10755,3.29868,0.14321
10756,3.30157,0.144999
10757,3.29984,0.147186
10758,3.29999,0.147579
10759,3.29962,0.147415
10760,3.29984,0.147421
10761,3.29985,0.147397
10762,3.29994,0.14742
10763,3.29994,0.147405
10764,3.29953,0.133449
10765,3.30055,0.125342
10766,3.30038,0.125431
10767,3.30002,0.12547
10768,3.2997,0.125431
10769,3.29997,0.125486
10770,3.29953,0.125043
10771,3.29937,0.124968
10772,3.29937,0.124597
10773,3.29955,0.124718
10774,3.29995,0.125578
10775,3.29997,0.124187
10776,3.2999,0.127686
10777,3.30081,0.127458
10778,3.30052,0.126412
10779,3.29973,0.125917
10780,3.29838,0.127661
10781,3.30058,0.128187
10782,3.30084,0.127036
10783,3.30068,0.126441
10784,3.29829,0.127454
10785,3.30023,0.128231
10786,3.30109,0.127965
10787,3.29887,0.131114
10788,3.29982,0.129143
10789,3.30043,0.129532
10790,3.30078,0.126836
10791,3.3005,0.126
10792,3.29928,0.126139
10793,3.29895,0.128848
10794,3.30105,0.12846
10795,3.29983,0.133063
10796,3.29983,0.140029
10797,3.29829,0.135444
10798,3.30011,0.134521
10799,3.30022,0.133035
10800,3.2995,0.131665
10801,3.30001,0.133298
10802,3.3002,0.13365
10803,3.29997,0.132805
10804,3.30007,0.13312
10805,3.2999,0.133078
10806,3.29997,0.132877
10807,3.2998,0.132775
10808,3.30011,0.132638
10809,3.2999,0.132815
10810,3.29965,0.132593
10811,3.29965,0.13262
10812,3.29996,0.132889
10813,3.2997,0.132529
10814,3.30011,0.132953
10815,3.30041,0.133663
10816,3.30119,0.134442
10817,3.29934,0.140225
10818,3.29957,0.140348
10819,3.30047,0.139442
10820,3.30022,0.133286
10821,3.29855,0.133968
10822,3.29971,0.135119
10823,3.30032,0.134656
10824,3.30052,0.133775
10825,3.30013,0.133342
10826,3.30013,0.133141
10827,3.29864,0.1335
10828,3.29902,0.134922
10829,3.30011,0.134524
10830,3.3005,0.134298
10831,3.3003,0.133428
10832,3.2999,0.133172
10833,3.29977,0.133209
10834,3.2988,0.133894
10835,3.29957,0.13446
10836,3.30027,0.134739
10837,3.30065,0.134014
10838,3.30027,0.133506
10839,3.3001,0.133089
10840,3.29966,0.133106
10841,3.29894,0.133599
10842,3.29944,0.134286
10843,3.30005,0.134412
10844,3.30054,0.133875
10845,3.30009,0.133692
10846,3.30092,0.133825
10847,3.29946,0.13965
10848,3.30008,0.133169
10849,3.30002,0.132969
10850,3.29947,0.133174
10851,3.29911,0.133936
10852,3.2997,0.134322
10853,3.30041,0.134437
10854,3.30052,0.133701
10855,3.30028,0.133341
10856,3.30028,0.133282
10857,3.29991,0.133029
10858,3.30001,0.133086
10859,3.29985,0.132946
10860,3.2996,0.132995
10861,3.29923,0.133255
10862,3.29924,0.133715
10863,3.2996,0.133749
10864,3.30001,0.134734
10865,3.30007,0.13465
10866,3.3002,0.134126
10867,3.30031,0.133976
10868,3.30038,0.133896
10869,3.2999,0.13378
10870,3.30003,0.133653
10871,3.29965,0.133667
10872,3.29917,0.133993
10873,3.29918,0.134333
10874,3.2998,0.13443
10875,3.30036,0.13596
10876,3.3006,0.134592
10877,3.29913,0.139467
10878,3.30013,0.134099
10879,3.30034,0.134132
10880,3.30002,0.133821
10881,3.30037,0.133739
10882,3.29998,0.13361
10883,3.2995,0.133682
10884,3.29907,0.134097
10885,3.29923,0.134844
10886,3.29995,0.13446
10887,3.30026,0.134369
10888,3.30022,0.134429
10889,3.30025,0.134152
10890,3.30023,0.133948
10891,3.30013,0.133905
10892,3.3,0.133691
10893,3.29945,0.133751
10894,3.29896,0.134339
10895,3.29951,0.13528
10896,3.30017,0.134884
10897,3.30044,0.134584
10898,3.30043,0.134198
10899,3.30034,0.133968
10900,3.30012,0.133795
10901,3.29969,0.13372
10902,3.29925,0.134105
10903,3.2993,0.134942
10904,3.29991,0.134942
10905,3.3009,0.13575
10906,3.30043,0.134098
10907,3.29973,0.139967
10908,3.30038,0.134096
10909,3.30017,0.133816
10910,3.30007,0.133683
10911,3.29902,0.133863
10912,3.29872,0.134531
10913,3.29967,0.134789
10914,3.30023,0.134675
10915,3.30012,0.134349
10916,3.3003,0.134238
10917,3.30031,0.1341
10918,3.30006,0.133774
10919,3.29987,0.13366
10920,3.30008,0.133619
10921,3.29963,0.13363
10922,3.29931,0.13395
10923,3.29949,0.134271
10924,3.29973,0.135102
10925,3.30023,0.134791
10926,3.30018,0.134279
10927,3.30016,0.134109
10928,3.3002,0.133907
10929,3.30024,0.133819
10930,3.2998,0.133574
10931,3.2995,0.133646
10932,3.29907,0.13392
10933,3.29932,0.134617
10934,3.29985,0.134825
10935,3.30083,0.135884
10936,3.3004,0.13413
10937,3.29907,0.139645
10938,3.30023,0.134224
10939,3.30022,0.133762
10940,3.30028,0.13369
10941,3.29992,0.133603
10942,3.29897,0.13381
10943,3.2988,0.134598
10944,3.29985,0.134679
10945,3.30061,0.134914
10946,3.30022,0.134301
10947,3.3005,0.134143
10948,3.30021,0.133923
10949,3.30031,0.133666
10950,3.30011,0.133619
10951,3.29929,0.133758
10952,3.29896,0.134355
10953,3.29985,0.135137
10954,3.30008,0.134841
10955,3.30027,0.134342
10956,3.3001,0.13399
10957,3.29983,0.133293
10958,3.29948,0.133042
10959,3.29978,0.133082
10960,3.30004,0.133337
10961,3.30009,0.133838
10962,3.30008,0.133376
10963,3.29923,0.161616
10964,3.30129,0.135778
10965,3.29852,0.135287
10966,3.30022,0.136901
10967,3.29955,0.140029
10968,3.30061,0.135177
10969,3.30052,0.134099
10970,3.29877,0.134288
10971,3.29951,0.136118
10972,3.30077,0.135531
10973,3.30046,0.134374
10974,3.29995,0.133562
10975,3.2997,0.133519
10976,3.29934,0.133589
10977,3.29927,0.133861
10978,3.29943,0.13443
10979,3.29972,0.134668
10980,3.30021,0.134421
10981,3.30061,0.13507
10982,3.30068,0.134426
10983,3.29785,0.135842
10984,3.29988,0.133278
10985,3.30152,0.130919
10986,3.29872,0.131241
10987,3.29973,0.130052
10988,3.30146,0.131308
10989,3.29853,0.128532
10990,3.30123,0.130583
10991,3.29943,0.12779
10992,3.30013,0.131322
10993,3.3002,0.127839
10994,3.29978,0.131341
10995,3.29979,0.128712
10996,3.30091,0.131772
10997,3.30036,0.13383
10998,3.29819,0.130234
10999,3.30153,0.129275
11000,3.29843,0.131184
11001,3.30007,0.129612
11002,3.30029,0.131143
11003,3.30038,0.12762
11004,3.2993,0.131226
11005,3.30125,0.128015
11006,3.2984,0.130446
11007,3.30117,0.129398
11008,3.30041,0.132691
11009,3.29815,0.129301
11010,3.30116,0.129926
11011,3.29877,0.128432
11012,3.30102,0.130795
11013,3.29925,0.127873
11014,3.30048,0.13135
11015,3.29964,0.12789
11016,3.30001,0.131279
11017,3.30069,0.127579
11018,3.29903,0.131178
11019,3.30101,0.128118
11020,3.29895,0.131344
11021,3.30104,0.128176
11022,3.29615,0.213839
11023,3.3001,0.29211
11024,3.29993,0.291492
11025,3.29985,0.286559
11026,3.30214,0.144956
11027,3.29984,0.138519
11028,3.29566,0.163253
11029,3.30117,0.350208
11030,3.30238,0.262356
11031,3.2999,0.137405
11032,3.301,0.135627
11033,3.29846,0.134445
11034,3.2955,0.171826
11035,3.29957,0.440266
11036,3.29964,0.440359
11037,3.29979,0.439073
11038,3.29988,0.438678
11039,3.30412,0.215589
11040,3.29041,0.214675
11041,3.29843,0.799825
11042,3.31198,0.487858
11043,3.29106,0.253315
11044,3.30692,0.3798
11045,3.30117,0.15256
11046,3.29416,0.213245
11047,3.29911,0.479519
11048,3.29946,0.48715
11049,3.30085,0.483099
11050,3.30602,0.215069
11051,3.29952,0.16294
11052,3.29319,0.22601
11053,3.29879,0.546365
11054,3.30372,0.488725
11055,3.29482,0.525741
11056,3.30885,0.196836
11057,3.29825,0.161447
11058,3.29986,0.160129
11059,3.30051,0.159729
11060,3.29926,0.159872
11061,3.29929,0.169488
11062,3.30114,0.152622
11063,3.30029,0.163475
11064,3.30001,0.155859
11065,3.29845,0.164614
11066,3.30077,0.16163
11067,3.29998,0.155174
11068,3.29951,0.163609
11069,3.29905,0.158564
11070,3.29957,0.163983
11071,3.30091,0.158565
11072,3.29784,0.159579
11073,3.30086,0.164013
11074,3.30202,0.151538
11075,3.2988,0.164873
11076,3.30064,0.160787
11077,3.298,0.168895
11078,3.30017,0.145809
11079,3.30051,0.161973
11080,3.29963,0.158858
11081,3.29878,0.167374
11082,3.30075,0.156641
11083,3.29871,0.162407
11084,3.30131,0.158933
11085,3.29955,0.160408
11086,3.30114,0.161276
11087,3.29907,0.169599
11088,3.29969,0.163528
11089,3.3009,0.156405
11090,3.29825,0.157796
11091,3.30085,0.165297
11092,3.30103,0.155823
11093,3.29994,0.154866
11094,3.29876,0.167051
11095,3.29719,0.159433
11096,3.30306,0.155323
11097,3.3002,0.16814
11098,3.30065,0.148466
11099,3.29835,0.157728
11100,3.30052,0.165036
11101,3.29832,0.165212
11102,3.30129,0.160971
11103,3.29948,0.151551
11104,3.30033,0.164994
11105,3.30012,0.15484
11106,3.30091,0.156809
11107,3.29805,0.164188
11108,3.29984,0.165362
11109,3.3001,0.154634
11110,3.29961,0.154393
11111,3.30104,0.165908
11112,3.29898,0.15791
11113,3.29944,0.162459
11114,3.30202,0.160411
11115,3.29902,0.160776
11116,3.30072,0.16392
11117,3.29984,0.154925
11118,3.29915,0.161113
11119,3.29932,0.159082
11120,3.29967,0.165217
11121,3.3004,0.152334
11122,3.30075,0.1669
11123,3.29923,0.156998
11124,3.30092,0.154659
11125,3.30045,0.169713
11126,3.29934,0.155057
11127,3.2991,0.159786
11128,3.30127,0.157483
11129,3.29836,0.159113
11130,3.30092,0.15769
11131,3.29975,0.162429
11132,3.29993,0.15496
11133,3.29878,0.166326
11134,3.3011,0.159062
11135,3.29915,0.154128
11136,3.29986,0.161988
11137,3.29969,0.159731
11138,3.30085,0.159368
11139,3.29939,0.16226
11140,3.29812,0.165896
11141,3.30273,0.153761
11142,3.29927,0.1539
11143,3.30076,0.163753
11144,3.29827,0.157644
11145,3.30132,0.159225
11146,3.29982,0.162664
11147,3.30051,0.163458
11148,3.29801,0.155913
11149,3.30018,0.167493
11150,3.29958,0.152075
11151,3.30044,0.166574
11152,3.3003,0.154569
11153,3.29784,0.165096
11154,3.30109,0.155029
11155,3.30058,0.161448
11156,3.29909,0.152289
11157,3.30032,0.165354
11158,3.29972,0.160302
11159,3.29979,0.156148
11160,3.30077,0.155859
11161,3.29855,0.157465
11162,3.30078,0.165884
11163,3.29908,0.160943
11164,3.29882,0.161813
11165,3.30125,0.157877
11166,3.29896,0.159563
11167,3.3002,0.162915
11168,3.30108,0.149378
11169,3.30019,0.158379
11170,3.30012,0.167923
11171,3.30016,0.155467
11172,3.30053,0.156007
11173,3.29775,0.157491
11174,3.30039,0.164257
11175,3.29981,0.164467
11176,3.29915,0.159594
11177,3.30128,0.160264
11178,3.30044,0.161231
11179,3.29981,0.161794
11180,3.29919,0.157751
11181,3.30086,0.160665
11182,3.30023,0.155131
11183,3.30028,0.155338
11184,3.29978,0.162383
11185,3.29815,0.165773
11186,3.29976,0.153955
11187,3.30048,0.162116
11188,3.30071,0.160425
11189,3.29965,0.163018
11190,3.30017,0.155315
11191,3.29868,0.156911
11192,3.30012,0.158632
11193,3.30072,0.16492
11194,3.29967,0.162149
11195,3.30021,0.163189
11196,3.29896,0.152347
11197,3.30067,0.157505
11198,3.30099,0.156043
11199,3.29941,0.162143
11200,3.29972,0.16257
11201,3.29852,0.161193
11202,3.30128,0.155925
11203,3.29956,0.161653
11204,3.30015,0.155555
11205,3.29949,0.165459
11206,3.29962,0.165542
11207,3.30001,0.152428
11208,3.3006,0.167836
11209,3.30038,0.155899
11210,3.29985,0.155749
11211,3.29913,0.160062
11212,3.29942,0.161433
11213,3.30158,0.158747
11214,3.29926,0.161744
11215,3.299,0.151244
11216,3.30052,0.164959
11217,3.29823,0.167189
11218,3.30097,0.149234
11219,3.30086,0.165186
11220,3.29907,0.158493
11221,3.30128,0.152161
11222,3.2997,0.162667
11223,3.2998,0.162887
11224,3.29855,0.159316
11225,3.30141,0.15792
11226,3.29825,0.161266
11227,3.30194,0.157584
11228,3.29979,0.15453
11229,3.29951,0.163271
11230,3.2987,0.158865
11231,3.29983,0.164226
11232,3.30042,0.154833
11233,3.30076,0.164803
11234,3.29809,0.157365
11235,3.3018,0.160215
11236,3.29877,0.160507
11237,3.30135,0.157094
11238,3.29848,0.160135
11239,3.30067,0.165419
11240,3.29912,0.15127
11241,3.30124,0.166595
11242,3.29806,0.157953
11243,3.30085,0.158032
11244,3.30007,0.163315
11245,3.29856,0.158113
11246,3.30018,0.158501
11247,3.30031,0.158061
11248,3.30103,0.161459
11249,3.29775,0.156483
11250,3.3002,0.15651
11251,3.30128,0.16687
11252,3.29895,0.156105
11253,3.29966,0.156973
11254,3.30054,0.166712
11255,3.29839,0.159223
11256,3.3003,0.154321
11257,3.30062,0.159003
11258,3.29963,0.165212
11259,3.3009,0.154251
11260,3.29857,0.156814
11261,3.29985,0.162816
11262,3.29967,0.163983
11263,3.30139,0.151964
11264,3.29827,0.164307
11265,3.30206,0.160496
11266,3.29796,0.164825
11267,3.30033,0.1587
11268,3.29927,0.159694
11269,3.30144,0.15962
11270,3.29927,0.161312
11271,3.29853,0.153957
11272,3.30092,0.159352
11273,3.30047,0.169409
11274,3.30086,0.154676
11275,3.2977,0.157053
11276,3.30046,0.155515
11277,3.30137,0.16808
11278,3.30002,0.154785
11279,3.29937,0.161962
11280,3.2987,0.157788
11281,3.29936,0.290824
11282,3.30026,0.156022
11283,3.30024,0.155571
11284,3.30117,0.157534
11285,3.29867,0.159362
11286,3.30019,0.165428
11287,3.3001,0.169867
11288,3.29793,0.158599
11289,3.30303,0.160392
11290,3.2986,0.169566
11291,3.29944,0.150798
11292,3.30041,0.168111
11293,3.29998,0.16721
11294,3.29915,0.160587
11295,3.29977,0.160275
11296,3.30173,0.168752
11297,3.30015,0.155419
11298,3.29917,0.177095
11299,3.29898,0.175028
11300,3.29934,0.176152
11301,3.29993,0.182603
11302,3.30122,0.184907
11303,3.29885,0.183395
11304,3.29999,0.186271
11305,3.29967,0.192886
11306,3.29978,0.187999
11307,3.30054,0.191739
11308,3.2995,0.182676
11309,3.29922,0.189699
11310,3.30022,0.191238
11311,3.30043,0.183028
11312,3.29951,0.18867
11313,3.29993,0.186422
11314,3.30024,0.1963
11315,3.2993,0.25324
11316,3.29842,0.250541
11317,3.30004,0.228519
11318,3.29997,0.223198
11319,3.30068,0.227991
11320,3.30048,0.222406
11321,3.29948,0.236001
11322,3.29965,0.221513
11323,3.29912,0.226819
11324,3.30087,0.228487
11325,3.30116,0.230202
11326,3.29904,0.206868
11327,3.29826,0.254698
11328,3.29667,0.366534
11329,3.30307,0.383521
11330,3.30122,0.227972
11331,3.29712,0.340701
11332,3.30297,0.267319
11333,3.29631,0.292816
11334,3.30282,0.349923
11335,3.29997,0.232634
11336,3.29725,0.367755
11337,3.30286,0.29533
11338,3.30149,0.218453
11339,3.29703,0.282992
11340,3.29759,0.304494
11341,3.30031,0.387037
11342,3.30171,0.254484
11343,3.29872,0.349641
11344,3.3021,0.329175
11345,3.29723,0.316314
11346,3.30056,0.342732
11347,3.30107,0.307309
11348,3.29844,0.371723
11349,3.30131,0.357916
11350,3.30073,0.254156
11351,3.29856,0.264496
11352,3.30019,0.2872
11353,3.29877,0.294951
11354,3.30135,0.282675
11355,3.29858,0.324342
11356,3.30042,0.320407
11357,3.29062,0.267485
11358,3.30852,0.341947
11359,3.30231,0.299575
11360,3.29633,0.338371
