second,Volt1,Volt2,Volt3,Volt4
-5.932000E+00,+2.585220E+00,+40.733E-03,+8.368E-03,+25.105E-03
-5.930000E+00,+2.569038E+00,+32.109E-03,+8.368E-03,+32.109E-03
-5.928000E+00,+2.569038E+00,+41.841E-03,+6.194E-03,+27.279E-03
-5.926000E+00,+2.563654E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.924000E+00,+2.569038E+00,+28.899E-03,-780E-06,+41.841E-03
-5.922000E+00,+2.569038E+00,+41.841E-03,-4.604E-03,+25.105E-03
-5.920000E+00,+2.574452E+00,+30.519E-03,+8.368E-03,+25.105E-03
-5.918000E+00,+2.569038E+00,+27.249E-03,-6.224E-03,+41.841E-03
-5.916000E+00,+2.569038E+00,+32.139E-03,+8.368E-03,+34.807E-03
-5.914000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+41.317E-03
-5.912000E+00,+2.569038E+00,+33.187E-03,+8.941E-03,+25.105E-03
-5.910000E+00,+2.584678E+00,+26.201E-03,+9.464E-03,+25.105E-03
-5.908000E+00,+2.558763E+00,+35.379E-03,+14.830E-03,+25.105E-03
-5.906000E+00,+2.569038E+00,+41.841E-03,-5.652E-03,+27.821E-03
-5.904000E+00,+2.564196E+00,+41.841E-03,-3.526E-03,+25.105E-03
-5.902000E+00,+2.569038E+00,+37.505E-03,-4.032E-03,+25.105E-03
-5.900000E+00,+2.555523E+00,+28.326E-03,+8.368E-03,+21.883E-03
-5.898000E+00,+2.573861E+00,+35.885E-03,-8.368E-03,+25.105E-03
-5.896000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+41.841E-03
-5.894000E+00,+2.576614E+00,+34.264E-03,-792E-06,+25.105E-03
-5.892000E+00,+2.585792E+00,+25.123E-03,+8.350E-03,+25.105E-03
-5.890000E+00,+2.576577E+00,+32.644E-03,-8.368E-03,+17.565E-03
-5.888000E+00,+2.584136E+00,+41.841E-03,-8.368E-03,+23.466E-03
-5.886000E+00,+2.564141E+00,+25.105E-03,-2.448E-03,+35.921E-03
-5.884000E+00,+2.552301E+00,+28.363E-03,-8.368E-03,+11.627E-03
-5.882000E+00,+2.569038E+00,+41.841E-03,+231E-06,+49.978E-03
-5.880000E+00,+2.580895E+00,+25.105E-03,-8.368E-03,+18.126E-03
-5.878000E+00,+2.580415E+00,+39.162E-03,+8.368E-03,+25.105E-03
-5.876000E+00,+2.575536E+00,+41.841E-03,+1.870E-03,+25.105E-03
-5.874000E+00,+2.584715E+00,+26.164E-03,+22.986E-03,+26.164E-03
-5.872000E+00,+2.577655E+00,+33.223E-03,+249E-06,+25.105E-03
-5.870000E+00,+2.601389E+00,+25.105E-03,+7.808E-03,+24.544E-03
-5.868000E+00,+2.578777E+00,+32.102E-03,+8.368E-03,+25.105E-03
-5.866000E+00,+2.583593E+00,+39.660E-03,+8.368E-03,+27.285E-03
-5.864000E+00,+2.563056E+00,+30.482E-03,-2.991E-03,+19.727E-03
-5.862000E+00,+2.581973E+00,+38.040E-03,+8.368E-03,+50.976E-03
-5.860000E+00,+2.582017E+00,+38.084E-03,+8.368E-03,+38.084E-03
-5.858000E+00,+2.569038E+00,+25.105E-03,-2.947E-03,+30.526E-03
-5.856000E+00,+2.585774E+00,+27.242E-03,+8.368E-03,+25.105E-03
-5.854000E+00,+2.578733E+00,+41.841E-03,+11.023E-03,+41.841E-03
-5.852000E+00,+2.569038E+00,+42.358E-03,+8.368E-03,+25.105E-03
-5.850000E+00,+2.577113E+00,+42.427E-03,-293E-06,+17.029E-03
-5.848000E+00,+2.585774E+00,+40.738E-03,+7.265E-03,+25.105E-03
-5.846000E+00,+2.575493E+00,+25.105E-03,+1.913E-03,+35.386E-03
-5.844000E+00,+2.571761E+00,+55.854E-03,+5.645E-03,+25.105E-03
-5.842000E+00,+2.564202E+00,+29.940E-03,+8.368E-03,+25.105E-03
-5.840000E+00,+2.564695E+00,+37.498E-03,+8.368E-03,+37.498E-03
-5.838000E+00,+2.555516E+00,+45.056E-03,+5.153E-03,+35.411E-03
-5.836000E+00,+2.575001E+00,+31.068E-03,+14.331E-03,+25.105E-03
-5.834000E+00,+2.569038E+00,+41.841E-03,+6.773E-03,+25.105E-03
-5.832000E+00,+2.569038E+00,+41.841E-03,-785E-06,+17.521E-03
-5.830000E+00,+2.569038E+00,+25.155E-03,+8.343E-03,+25.130E-03
-5.828000E+00,+2.569038E+00,+34.308E-03,-835E-06,+23.434E-03
-5.826000E+00,+2.569038E+00,+41.841E-03,-6.723E-03,+40.196E-03
-5.824000E+00,+2.574951E+00,+25.105E-03,+2.455E-03,+41.841E-03
-5.822000E+00,+2.572303E+00,+55.312E-03,+8.368E-03,+25.105E-03
-5.820000E+00,+2.556594E+00,+29.398E-03,+8.368E-03,+25.105E-03
-5.818000E+00,+2.569038E+00,+25.105E-03,+3.483E-03,+41.841E-03
-5.816000E+00,+2.569038E+00,+27.777E-03,+8.368E-03,+39.168E-03
-5.814000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+31.610E-03
-5.812000E+00,+2.570090E+00,+25.105E-03,+7.316E-03,+25.105E-03
-5.810000E+00,+2.569038E+00,+41.841E-03,-243E-06,+33.716E-03
-5.808000E+00,+2.569038E+00,+41.274E-03,+8.368E-03,+41.274E-03
-5.806000E+00,+2.569038E+00,+32.095E-03,-1.377E-03,+25.105E-03
-5.804000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.802000E+00,+2.569038E+00,+30.475E-03,+2.998E-03,+25.105E-03
-5.800000E+00,+2.552301E+00,+41.841E-03,-4.561E-03,+38.034E-03
-5.798000E+00,+2.556052E+00,+28.855E-03,+17.603E-03,+38.090E-03
-5.796000E+00,+2.574919E+00,+30.532E-03,+19.677E-03,+25.105E-03
-5.794000E+00,+2.569038E+00,+39.711E-03,-20.843E-03,+39.711E-03
-5.792000E+00,+2.578726E+00,+25.105E-03,-1.320E-03,+32.152E-03
-5.790000E+00,+2.569038E+00,+25.105E-03,+7.858E-03,+25.615E-03
-5.788000E+00,+2.569038E+00,+33.772E-03,+300E-06,+25.105E-03
-5.786000E+00,+2.553411E+00,+27.324E-03,+7.259E-03,+23.995E-03
-5.784000E+00,+2.569038E+00,+25.105E-03,-1.920E-03,+25.105E-03
-5.782000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+55.848E-03
-5.780000E+00,+2.580946E+00,+25.105E-03,-15.448E-03,+37.013E-03
-5.778000E+00,+2.581424E+00,+29.454E-03,-8.368E-03,+25.105E-03
-5.776000E+00,+2.572246E+00,+41.841E-03,-5.160E-03,+25.105E-03
-5.774000E+00,+2.573834E+00,+31.075E-03,+8.368E-03,+31.075E-03
-5.772000E+00,+2.570626E+00,+26.693E-03,-8.368E-03,+25.105E-03
-5.770000E+00,+2.578184E+00,+32.695E-03,+778E-06,+34.251E-03
-5.768000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.766000E+00,+2.561511E+00,+25.105E-03,+8.368E-03,+32.631E-03
-5.764000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.762000E+00,+2.579868E+00,+31.011E-03,+2.462E-03,+25.105E-03
-5.760000E+00,+2.555573E+00,+38.569E-03,+8.368E-03,+25.105E-03
-5.758000E+00,+2.564751E+00,+29.391E-03,-4.082E-03,+16.941E-03
-5.756000E+00,+2.585774E+00,+25.105E-03,+15.321E-03,+36.949E-03
-5.754000E+00,+2.569038E+00,+25.105E-03,+5.702E-03,+25.105E-03
-5.752000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.750000E+00,+2.553347E+00,+41.841E-03,+8.368E-03,+40.795E-03
-5.748000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+33.709E-03
-5.746000E+00,+2.553449E+00,+41.267E-03,+8.368E-03,+25.679E-03
-5.744000E+00,+2.569038E+00,+25.105E-03,-1.384E-03,+25.105E-03
-5.742000E+00,+2.554495E+00,+25.105E-03,+6.174E-03,+39.647E-03
-5.740000E+00,+2.569038E+00,+30.469E-03,-3.004E-03,+25.105E-03
-5.738000E+00,+2.565223E+00,+41.841E-03,-8.368E-03,+25.105E-03
-5.736000E+00,+2.569038E+00,+25.105E-03,+17.617E-03,+25.105E-03
-5.734000E+00,+2.552301E+00,+41.841E-03,+8.368E-03,+41.841E-03
-5.732000E+00,+2.583650E+00,+25.105E-03,+25.105E-03,+22.981E-03
-5.730000E+00,+2.569038E+00,+44.469E-03,+8.368E-03,+34.787E-03
-5.728000E+00,+2.569038E+00,+25.105E-03,-7.864E-03,+25.608E-03
-5.726000E+00,+2.569038E+00,+33.779E-03,+7.756E-03,+41.229E-03
-5.724000E+00,+2.553418E+00,+25.105E-03,+7.252E-03,+23.988E-03
-5.722000E+00,+2.585774E+00,+31.546E-03,+1.926E-03,+25.105E-03
-5.720000E+00,+2.583038E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.718000E+00,+2.564216E+00,+37.019E-03,+8.368E-03,+29.926E-03
-5.716000E+00,+2.573394E+00,+37.485E-03,+8.368E-03,+37.485E-03
-5.714000E+00,+2.552301E+00,+38.639E-03,-5.166E-03,+25.105E-03
-5.712000E+00,+2.569038E+00,+29.888E-03,-2.392E-03,+31.081E-03
-5.710000E+00,+2.569038E+00,+41.841E-03,-6.787E-03,+25.105E-03
-5.708000E+00,+2.576634E+00,+34.244E-03,+772E-06,+32.701E-03
-5.706000E+00,+2.552340E+00,+25.143E-03,-8.291E-03,+41.803E-03
-5.704000E+00,+2.578254E+00,+32.624E-03,+849E-06,+25.105E-03
-5.702000E+00,+2.567379E+00,+25.105E-03,+8.368E-03,+26.763E-03
-5.700000E+00,+2.585774E+00,+41.841E-03,+14.268E-03,+25.105E-03
-5.698000E+00,+2.585774E+00,+28.383E-03,-5.089E-03,+25.105E-03
-5.696000E+00,+2.581495E+00,+29.384E-03,+8.368E-03,+37.562E-03
-5.694000E+00,+2.564139E+00,+25.105E-03,-3.469E-03,+25.105E-03
-5.692000E+00,+2.583115E+00,+27.764E-03,+8.368E-03,+11.028E-03
-5.690000E+00,+2.569038E+00,+35.322E-03,+1.849E-03,+31.623E-03
-5.688000E+00,+2.569038E+00,+25.105E-03,+7.329E-03,+25.105E-03
-5.686000E+00,+2.569038E+00,+33.244E-03,+229E-06,+16.507E-03
-5.684000E+00,+2.552882E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.682000E+00,+2.569038E+00,+25.105E-03,+1.391E-03,+25.105E-03
-5.680000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+10.569E-03
-5.678000E+00,+2.574395E+00,+30.462E-03,-8.368E-03,+25.105E-03
-5.676000E+00,+2.581953E+00,+25.105E-03,-8.368E-03,+41.841E-03
-5.674000E+00,+2.569038E+00,+34.367E-03,+4.631E-03,+25.105E-03
-5.672000E+00,+2.574479E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.670000E+00,+2.569038E+00,+37.607E-03,+6.251E-03,+27.222E-03
-5.668000E+00,+2.566423E+00,+25.105E-03,+8.368E-03,+34.780E-03
-5.666000E+00,+2.568541E+00,+42.338E-03,+7.871E-03,+41.344E-03
-5.664000E+00,+2.569038E+00,+41.841E-03,+313E-06,+8.368E-03
-5.662000E+00,+2.570161E+00,+25.105E-03,-8.368E-03,+23.982E-03
-5.660000E+00,+2.585774E+00,+41.841E-03,-8.368E-03,+25.105E-03
-5.658000E+00,+2.571781E+00,+39.098E-03,+5.625E-03,+27.848E-03
-5.656000E+00,+2.580959E+00,+17.998E-03,+8.368E-03,+37.026E-03
-5.654000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.652000E+00,+2.572233E+00,+25.105E-03,+11.563E-03,+28.300E-03
-5.650000E+00,+2.558285E+00,+35.858E-03,+8.368E-03,+25.105E-03
-5.648000E+00,+2.570613E+00,+40.266E-03,+8.368E-03,+40.266E-03
-5.646000E+00,+2.561434E+00,+25.105E-03,+8.368E-03,+41.841E-03
-5.644000E+00,+2.569038E+00,+41.886E-03,-8.368E-03,+25.150E-03
-5.642000E+00,+2.576551E+00,+25.105E-03,+855E-06,+34.328E-03
-5.640000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+26.770E-03
-5.638000E+00,+2.574931E+00,+41.841E-03,+8.368E-03,+19.212E-03
-5.636000E+00,+2.555587E+00,+21.819E-03,-8.368E-03,+18.224E-03
-5.634000E+00,+2.569038E+00,+29.377E-03,+8.368E-03,+37.568E-03
-5.632000E+00,+2.564132E+00,+41.841E-03,+8.368E-03,+41.841E-03
-5.630000E+00,+2.569038E+00,+39.188E-03,-5.715E-03,+25.105E-03
-5.628000E+00,+2.569038E+00,+14.894E-03,+1.843E-03,+31.630E-03
-5.626000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+26.137E-03
-5.624000E+00,+2.560892E+00,+41.841E-03,+16.514E-03,+33.250E-03
-5.622000E+00,+2.553476E+00,+25.692E-03,+8.956E-03,+25.692E-03
-5.620000E+00,+2.576008E+00,+34.870E-03,+1.398E-03,+22.310E-03
-5.618000E+00,+2.571245E+00,+27.312E-03,-8.368E-03,+39.634E-03
-5.616000E+00,+2.574388E+00,+36.490E-03,+8.368E-03,+41.841E-03
-5.614000E+00,+2.572865E+00,+25.105E-03,+8.368E-03,+41.841E-03
-5.612000E+00,+2.569038E+00,+25.105E-03,+4.638E-03,+25.105E-03
-5.610000E+00,+2.563590E+00,+47.682E-03,+13.816E-03,+30.552E-03
-5.608000E+00,+2.569038E+00,+39.731E-03,+6.258E-03,+27.215E-03
-5.606000E+00,+2.569038E+00,+41.841E-03,-8.368E-03,+25.105E-03
-5.604000E+00,+2.585284E+00,+25.105E-03,-7.878E-03,+25.105E-03
-5.602000E+00,+2.577086E+00,+25.105E-03,-320E-06,+25.105E-03
-5.600000E+00,+2.570167E+00,+26.234E-03,+8.368E-03,+41.841E-03
-5.598000E+00,+2.579346E+00,+31.533E-03,+1.940E-03,+31.533E-03
-5.596000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+25.105E-03
-5.594000E+00,+2.569038E+00,+25.105E-03,-3.560E-03,+41.841E-03
-5.592000E+00,+2.573408E+00,+41.841E-03,+3.998E-03,+25.105E-03
-5.590000E+00,+2.569038E+00,+25.105E-03,-5.180E-03,+28.293E-03
-5.588000E+00,+2.579784E+00,+31.095E-03,+2.378E-03,+25.105E-03
-5.586000E+00,+2.569038E+00,+40.273E-03,-8.368E-03,+23.536E-03
-5.584000E+00,+2.569038E+00,+32.715E-03,-15.978E-03,+25.105E-03
-5.582000E+00,+2.569038E+00,+41.841E-03,+8.368E-03,+25.157E-03
-5.580000E+00,+2.559808E+00,+32.611E-03,+862E-06,+25.105E-03
-5.578000E+00,+2.584102E+00,+41.841E-03,-5.024E-03,+40.169E-03
-5.576000E+00,+2.574002E+00,+25.105E-03,+8.368E-03,+30.991E-03
-5.574000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+11.660E-03
-5.572000E+00,+2.581508E+00,+33.309E-03,+8.368E-03,+25.105E-03
-5.570000E+00,+2.569038E+00,+25.105E-03,+3.456E-03,+13.280E-03
-5.568000E+00,+2.569038E+00,+39.195E-03,+8.368E-03,+41.841E-03
-5.566000E+00,+2.579242E+00,+31.637E-03,+1.836E-03,+27.965E-03
-5.564000E+00,+2.584748E+00,+40.815E-03,+8.368E-03,+40.815E-03
-5.562000E+00,+2.569038E+00,+41.841E-03,-216E-06,+25.105E-03
-5.560000E+00,+2.569038E+00,+25.105E-03,+8.962E-03,+9.557E-03
-5.558000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+32.069E-03
-5.556000E+00,+2.569038E+00,+39.627E-03,-8.368E-03,+41.841E-03
-5.554000E+00,+2.574382E+00,+31.153E-03,+3.024E-03,+36.497E-03
-5.552000E+00,+2.565203E+00,+28.939E-03,-700E-06,+28.939E-03
-5.550000E+00,+2.569038E+00,+25.105E-03,-4.644E-03,+25.105E-03
-5.548000E+00,+2.574492E+00,+25.105E-03,+2.914E-03,+25.105E-03
-5.546000E+00,+2.585774E+00,+41.841E-03,-6.264E-03,+25.105E-03
-5.544000E+00,+2.569038E+00,+41.841E-03,-1.294E-03,+18.030E-03
-5.542000E+00,+2.585290E+00,+41.841E-03,-7.884E-03,+41.841E-03
-5.540000E+00,+2.577079E+00,+33.146E-03,+8.368E-03,+25.105E-03
-5.538000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+40.705E-03
-5.536000E+00,+2.569038E+00,+52.156E-03,-8.368E-03,+25.105E-03
-5.534000E+00,+2.569038E+00,+27.861E-03,+8.368E-03,+39.085E-03
-5.532000E+00,+2.573839E+00,+29.906E-03,+8.368E-03,+25.105E-03
-5.530000E+00,+2.585774E+00,+29.481E-03,+8.368E-03,+29.481E-03
-5.528000E+00,+2.569038E+00,+25.105E-03,-5.187E-03,+25.105E-03
-5.526000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.524000E+00,+2.570599E+00,+26.666E-03,+21.982E-03,+25.105E-03
-5.522000E+00,+2.569038E+00,+32.721E-03,-8.368E-03,+32.721E-03
-5.520000E+00,+2.569038E+00,+41.724E-03,+8.427E-03,+25.105E-03
-5.518000E+00,+2.578274E+00,+34.341E-03,+869E-06,+32.604E-03
-5.516000E+00,+2.570716E+00,+40.162E-03,-8.368E-03,+25.105E-03
-5.514000E+00,+2.564060E+00,+35.962E-03,+2.489E-03,+25.105E-03
-5.512000E+00,+2.569038E+00,+38.542E-03,+5.070E-03,+21.806E-03
-5.510000E+00,+2.564778E+00,+29.364E-03,+8.368E-03,+25.105E-03
-5.508000E+00,+2.580855E+00,+34.942E-03,+3.449E-03,+25.105E-03
-5.506000E+00,+2.569038E+00,+25.105E-03,+11.008E-03,+27.744E-03
-5.504000E+00,+2.575577E+00,+25.105E-03,-8.368E-03,+31.644E-03
-5.502000E+00,+2.585774E+00,+41.841E-03,+8.368E-03,+40.822E-03
-5.500000E+00,+2.560460E+00,+33.264E-03,+8.368E-03,+16.946E-03
-5.498000E+00,+2.569638E+00,+41.841E-03,+7.767E-03,+25.105E-03
-5.496000E+00,+2.569038E+00,+34.884E-03,-1.411E-03,+34.884E-03
-5.494000E+00,+2.569038E+00,+27.326E-03,+10.589E-03,+22.884E-03
-5.492000E+00,+2.574375E+00,+36.504E-03,+3.031E-03,+30.442E-03
-5.490000E+00,+2.569038E+00,+28.946E-03,-686E-06,+28.946E-03
-5.488000E+00,+2.582057E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.486000E+00,+2.574852E+00,+41.841E-03,+19.644E-03,+25.105E-03
-5.484000E+00,+2.581580E+00,+27.202E-03,+23.008E-03,+23.008E-03
-5.482000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+32.186E-03
-5.480000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+41.841E-03
-5.478000E+00,+2.561002E+00,+33.806E-03,-333E-06,+25.105E-03
-5.476000E+00,+2.570181E+00,+25.105E-03,-7.225E-03,+25.105E-03
-5.474000E+00,+2.585774E+00,+31.520E-03,-8.368E-03,+31.520E-03
-5.472000E+00,+2.555064E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.470000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+13.163E-03
-5.468000E+00,+2.564654E+00,+49.811E-03,-3.985E-03,+25.105E-03
-5.466000E+00,+2.585774E+00,+25.105E-03,+8.368E-03,+28.280E-03
-5.464000E+00,+2.575041E+00,+19.101E-03,+2.365E-03,+46.571E-03
-5.462000E+00,+2.569038E+00,+28.214E-03,-6.813E-03,+25.105E-03
-5.460000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+15.992E-03
-5.458000E+00,+2.585709E+00,+25.105E-03,+25.039E-03,+25.105E-03
-5.456000E+00,+2.559794E+00,+41.841E-03,+875E-06,+32.598E-03
-5.454000E+00,+2.569038E+00,+25.105E-03,-8.368E-03,+23.419E-03
-5.452000E+00,+2.558174E+00,+30.977E-03,+19.232E-03,+14.241E-03
-5.450000E+00,+2.558912E+00,+28.410E-03,-5.063E-03,+38.536E-03
-5.448000E+00,+2.569038E+00,+37.588E-03,-137E-06,+29.357E-03
-5.446000E+00,+2.557227E+00,+25.105E-03,+8.368E-03,+30.030E-03
-5.444000E+00,+2.580509E+00,+39.208E-03,+8.368E-03,+39.208E-03
-5.442000E+00,+2.569038E+00,+18.559E-03,-1.823E-03,+31.650E-03
-5.440000E+00,+2.554326E+00,+26.117E-03,+8.368E-03,+24.092E-03
-5.438000E+00,+2.577203E+00,+33.270E-03,-202E-06,+33.675E-03
-5.436000E+00,+2.568430E+00,+25.712E-03,+8.368E-03,+25.712E-03
-5.434000E+00,+2.569038E+00,+25.105E-03,+1.418E-03,+25.105E-03
-5.432000E+00,+2.552301E+00,+39.613E-03,+10.596E-03,+25.105E-03
-5.430000E+00,+2.575113E+00,+35.766E-03,+8.368E-03,+25.105E-03
-5.428000E+00,+2.572885E+00,+37.993E-03,+4.521E-03,+25.105E-03
-5.426000E+00,+2.569038E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.424000E+00,+2.557769E+00,+30.572E-03,-8.368E-03,+25.105E-03
-5.422000E+00,+2.585774E+00,+25.105E-03,-8.368E-03,+27.195E-03
-5.420000E+00,+2.559389E+00,+32.193E-03,+1.280E-03,+32.193E-03
-5.418000E+00,+2.552772E+00,+25.575E-03,+7.898E-03,+25.575E-03
-5.416000E+00,+2.569038E+00,+25.105E-03,+340E-06,+33.813E-03
-5.414000E+00,+2.569038E+00,+26.254E-03,+8.368E-03,+41.841E-03
-5.412000E+00,+2.562629E+00,+31.513E-03,+8.368E-03,+35.433E-03
-5.410000E+00,+2.569038E+00,+27.875E-03,+8.368E-03,+27.875E-03
-5.408000E+00,+2.580986E+00,+37.053E-03,+8.368E-03,+17.945E-03
-5.406000E+00,+2.569038E+00,+17.148E-03,+16.325E-03,+37.451E-03
-5.404000E+00,+2.585774E+00,+28.273E-03,+8.368E-03,+25.105E-03
-5.402000E+00,+2.563028E+00,+25.105E-03,+8.368E-03,+25.105E-03
-5.400000E+00,+2.584226E+00,+40.293E-03,-8.368E-03,+26.653E-03
-5.398000E+00,+2.569038E+00,+32.735E-03,+8.368E-03,+32.735E-03
-5.396000E+00,+2.569110E+00,+8.368E-03,+8.296E-03,+25.177E-03
