second,Volt1,Volt2,Volt3,Volt4
-5.678000E+00,+3.204570E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.676000E+00,+3.211705E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.674000E+00,+3.206522E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.672000E+00,+3.211298E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.670000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.668000E+00,+3.216339E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.666000E+00,+3.212469E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.664000E+00,+3.207385E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.662000E+00,+3.208897E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.660000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.658000E+00,+3.206323E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.656000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.654000E+00,+3.208249E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.652000E+00,+3.211830E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.650000E+00,+3.207925E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.648000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.646000E+00,+3.207295E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.644000E+00,+3.212460E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.642000E+00,+3.207277E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.640000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.638000E+00,+3.207943E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.636000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.634000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.632000E+00,+3.206755E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.630000E+00,+3.206305E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.628000E+00,+3.210427E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.626000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.624000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.622000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.620000E+00,+3.207168E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.618000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.616000E+00,+3.206844E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
