s,v,i
3961,3.29997,-5.96865e-06
3962,3.29991,1.01205e-05
3963,3.29997,4.02229e-05
3964,3.30002,2.41337e-05
3965,3.3,2.51717e-05
3966,3.29993,2.21874e-05
3967,3.30004,1.16775e-05
3968,3.30003,1.88139e-05
3969,3.29994,2.46527e-05
3970,3.29987,1.41429e-05
3971,3.2999,7.91476e-06
3972,3.29994,2.9842e-06
3973,3.30011,3.52923e-05
3974,3.29993,1.28453e-05
3975,3.30003,5.96847e-06
3976,3.29986,2.63395e-05
3977,3.29993,2.46518e-06
3978,3.29997,1.62188e-05
3979,3.3,2.9194e-05
3980,3.29991,3.55518e-05
3981,3.29984,7.91475e-06
3982,3.29995,-5.19084e-07
3983,3.29986,1.67378e-05
3984,3.29998,8.82299e-06
3985,3.29987,1.34941e-05
3986,3.29999,9.60152e-06
3987,3.30003,1.05098e-05
3988,3.29983,2.68585e-05
3989,3.30004,1.51808e-05
3990,3.29999,2.07601e-05
3991,3.29993,1.47916e-05
3992,3.29988,6.35774e-06
3993,3.29998,1.25858e-05
3994,3.29993,2.58204e-05
3995,3.29996,1.36238e-05
3996,3.29992,3.0751e-05
3997,3.29988,9.08252e-06
3998,3.29993,6.74697e-06
3999,3.29999,7.65524e-06
4000,3.29974,2.608e-05
4001,3.29989,2.75072e-05
4002,3.29999,4.41147e-06
4003,3.30002,2.56907e-05
4004,3.30001,3.54221e-05
4005,3.29987,2.20577e-05
4006,3.29992,9.99078e-06
4007,3.29992,1.31048e-05
4008,3.29993,5.18999e-06
4009,3.29989,3.2437e-06
4010,3.30009,1.38833e-05
4011,3.29988,1.81651e-05
4012,3.29991,2.98427e-05
4013,3.29985,1.31048e-05
4014,3.30003,8.04452e-06
4015,3.30002,6.35774e-06
4016,3.29999,2.28362e-05
4017,3.2999,8.82301e-06
4018,3.29991,1.0899e-05
4019,3.29992,1.55701e-05
4020,3.30001,2.99725e-05
4021,3.3,2.23172e-05
4022,3.29998,9.21227e-06
4023,3.30004,1.62189e-05
4024,3.3,3.01023e-05
4025,3.29993,7.13624e-06
4026,3.29998,1.67379e-05
4027,3.29987,1.1937e-05
4028,3.30003,9.08251e-06
4029,3.29985,9.86104e-06
4030,3.29991,1.20668e-05
4031,3.29991,9.99078e-06
4032,3.29999,2.24469e-05
4033,3.29994,2.42634e-05
4034,3.29991,5.70897e-06
4035,3.30002,1.64784e-05
4036,3.29992,1.62189e-05
4037,3.29993,1.1418e-05
4038,3.29987,4.80073e-06
4039,3.29999,2.10197e-05
4040,3.30004,1.69974e-05
4041,3.29996,1.07693e-05
4042,3.30002,3.37345e-06
4043,3.29997,1.34941e-05
4044,3.29996,8.69327e-06
4045,3.29989,9.73128e-06
4046,3.30004,2.94535e-05
4047,3.29997,9.08192e-07
4048,3.29993,1.16775e-05
4049,3.29993,1.11586e-05
4050,3.29998,1.51808e-05
4051,3.30003,2.58204e-05
4052,3.29992,2.82857e-05
4053,3.3,5.70898e-06
4054,3.30003,2.63395e-05
4055,3.29979,4.93047e-06
4056,3.29995,1.24561e-05
4057,3.29988,1.15478e-05
4058,3.30003,2.33543e-06
4059,3.2999,2.33543e-06
4060,3.29988,-5.19014e-06
4061,3.29995,2.5042e-05
4062,3.29997,1.58296e-05
4063,3.29988,1.21966e-05
4064,3.29997,2.20577e-05
4065,3.30002,1.24561e-05
4066,3.30004,2.03709e-05
4067,3.29993,2.49122e-05
4068,3.29996,5.31972e-06
4069,3.3,-2.59513e-06
4070,3.2998,1.53106e-05
4071,3.29998,1.03801e-05
4072,3.29994,2.16684e-05
4073,3.30001,2.47824e-05
4074,3.29994,1.66081e-05
4075,3.29994,1.46618e-05
4076,3.29992,1.49213e-05
4077,3.29995,-1.68685e-06
4078,3.29998,1.32346e-05
4079,3.29991,6.74701e-06
4080,3.29999,1.36238e-05
4081,3.29997,1.2975e-05
4082,3.29993,-6.48765e-06
4083,3.29999,2.47825e-05
4084,3.29985,9.47178e-06
4085,3.29994,4.15204e-05
4086,3.2999,1.84246e-05
4087,3.29995,1.86841e-05
4088,3.29989,1.89436e-05
4089,3.30001,2.78965e-05
4090,3.30002,2.01114e-05
4091,3.2999,2.24469e-05
4092,3.29998,1.02503e-05
4093,3.29994,1.27156e-05
4094,3.29999,2.08899e-05
4095,3.29996,1.93329e-05
4096,3.29992,7.13624e-06
4097,3.30011,1.54403e-05
4098,3.30006,3.37348e-06
4099,3.3,1.23263e-05
4100,3.30005,1.40131e-05
4101,3.30001,2.25767e-05
4102,3.29995,3.127e-05
4103,3.2999,2.02412e-05
4104,3.2999,2.49122e-05
4105,3.29999,3.37353e-05
4106,3.3,1.69974e-05
4107,3.29995,2.07592e-06
4108,3.29992,-3.76287e-06
4109,3.29995,2.75072e-05
4110,3.29991,5.83873e-06
4111,3.3,1.16775e-05
4112,3.29988,7.91475e-06
4113,3.30004,2.45229e-05
4114,3.29996,1.69974e-05
4115,3.30009,1.6867e-06
4116,3.2999,-2.59511e-06
4117,3.29994,1.86842e-05
4118,3.29981,1.42726e-05
4119,3.30002,1.68668e-06
4120,3.29996,7.78502e-06
4121,3.29994,3.47733e-05
4122,3.29995,1.31048e-05
4123,3.29986,7.91475e-06
4124,3.29996,6.48749e-06
4125,3.29992,1.38833e-05
4126,3.29997,9.34204e-06
4127,3.29997,1.41428e-05
4128,3.29985,1.18073e-05
4129,3.30001,1.82949e-05
4130,3.29999,2.33552e-05
4131,3.29991,2.29659e-05
4132,3.2999,2.25767e-05
4133,3.29995,2.10197e-05
4134,3.30001,1.40131e-05
4135,3.30004,2.7637e-05
4136,3.29996,1.80354e-05
4137,3.2999,2.33552e-05
4138,3.3,2.34849e-05
4139,3.29998,1.81651e-05
4140,3.29995,2.64692e-05
4141,3.30003,2.43932e-05
4142,3.30005,6.61727e-06
4143,3.30003,1.54403e-05
4144,3.29989,2.40039e-05
4145,3.29998,1.69974e-05
4146,3.2999,2.7247e-06
4147,3.29995,2.06304e-05
4148,3.29989,3.71089e-05
4149,3.29991,1.49213e-05
4150,3.30003,1.27156e-05
4151,3.29996,1.40131e-05
4152,3.30008,9.99078e-06
4153,3.29998,1.55701e-05
4154,3.30002,9.73128e-06
4155,3.29997,2.56907e-05
4156,3.29991,1.81651e-05
4157,3.29999,1.18073e-05
4158,3.29998,2.7637e-05
4159,3.2999,1.50511e-05
4160,3.29988,3.01023e-05
4161,3.30001,1.81651e-05
4162,3.29998,2.20568e-06
4163,3.3,1.25858e-05
4164,3.29989,5.18999e-06
4165,3.29994,1.21965e-05
4166,3.29986,9.86101e-06
4167,3.30002,4.28172e-06
4168,3.3,1.53106e-05
4169,3.29996,5.57923e-06
4170,3.29987,1.12883e-05
4171,3.29993,8.56352e-06
4172,3.2999,2.5561e-05
4173,3.29989,2.17982e-05
4174,3.29999,9.73128e-06
4175,3.29988,8.69328e-06
4176,3.30003,5.57923e-06
4177,3.29992,1.81643e-06
4178,3.2999,2.82857e-05
4179,3.30003,2.03709e-05
4180,3.29999,1.69974e-05
4181,3.29993,2.63395e-05
4182,3.29986,1.73866e-05
4183,3.30003,8.82302e-06
4184,3.29993,2.19279e-05
4185,3.29995,3.0751e-05
4186,3.29992,1.81651e-05
4187,3.30003,4.67096e-06
4188,3.29995,2.25767e-05
4189,3.29994,9.47177e-06
4190,3.30003,2.82858e-05
4191,3.2999,3.2308e-05
4192,3.30002,3.25676e-05
4193,3.30001,1.66081e-05
4194,3.29989,3.11395e-06
4195,3.29991,2.5042e-05
4196,3.29994,1.25858e-05
4197,3.30002,1.37536e-05
4198,3.29989,1.99816e-05
4199,3.29992,1.99816e-05
4200,3.29985,1.76461e-05
4201,3.29993,1.79056e-05
4202,3.3,5.83872e-06
4203,3.29995,2.38742e-05
4204,3.29982,1.55701e-05
4205,3.29989,4.54122e-06
4206,3.29997,2.16684e-05
4207,3.29994,1.85544e-05
4208,3.29989,1.99816e-05
4209,3.29993,2.9194e-05
4210,3.30001,1.67378e-05
4211,3.30002,1.19371e-05
4212,3.2999,2.53015e-05
4213,3.29999,8.95276e-06
4214,3.29994,2.89345e-05
4215,3.29997,1.40131e-05
4216,3.29992,1.99816e-05
4217,3.29996,1.25858e-05
4218,3.29995,6.61725e-06
4219,3.30001,2.85445e-06
4220,3.29982,1.66081e-05
4221,3.30008,1.94627e-05
4222,3.29987,1.34941e-05
4223,3.29983,1.37536e-05
4224,3.29999,-8.95295e-06
4225,3.29987,2.05007e-05
4226,3.29986,2.73775e-05
4227,3.29996,-5.31989e-06
4228,3.29989,1.68667e-06
4229,3.30003,2.15387e-05
4230,3.30005,1.1937e-05
4231,3.3,2.62097e-05
4232,3.29991,2.05006e-05
4233,3.30002,2.95832e-05
4234,3.3,2.27064e-05
4235,3.3,1.84246e-05
4236,3.29991,1.33643e-05
4237,3.30008,1.32346e-05
4238,3.29996,1.95924e-05
4239,3.29996,2.43932e-05
4240,3.3,1.53106e-05
4241,3.29997,2.98419e-06
4242,3.29999,2.27064e-05
4243,3.29991,6.09821e-06
4244,3.29993,2.23172e-05
4245,3.3,5.70899e-06
4246,3.29988,3.21783e-05
4247,3.29992,7.52551e-06
4248,3.29992,9.99077e-06
4249,3.29994,2.82857e-05
4250,3.29994,2.43932e-05
4251,3.30001,1.28453e-05
4252,3.29999,2.16684e-05
4253,3.29995,1.92031e-05
4254,3.29991,1.90734e-05
4255,3.30006,2.7118e-05
4256,3.29989,2.17982e-05
4257,3.29994,1.16775e-05
4258,3.29995,8.95278e-06
4259,3.29992,1.97221e-05
4260,3.29994,2.73775e-05
4261,3.29997,4.28173e-06
4262,3.30006,2.05007e-05
4263,3.30001,2.73775e-05
4264,3.29983,2.07601e-05
4265,3.29997,4.54123e-06
4266,3.29994,1.21966e-05
4267,3.29997,8.43377e-06
4268,3.29995,1.038e-05
4269,3.29999,1.28453e-05
4270,3.29995,1.53106e-05
4271,3.29993,1.12883e-05
4272,3.29993,2.42635e-05
4273,3.29995,1.25858e-05
4274,3.29993,3.13998e-05
4275,3.29997,-7.78609e-07
4276,3.29986,9.34202e-06
4277,3.3,1.66081e-05
4278,3.30002,-8.30418e-06
4279,3.30007,3.58113e-05
4280,3.29988,8.5635e-06
4281,3.29989,1.32346e-05
4282,3.29993,4.15198e-06
4283,3.29981,8.43378e-06
4284,3.29989,2.67287e-05
4285,3.29996,-1.16785e-06
4286,3.29996,2.12792e-05
4287,3.30008,6.48748e-06
4288,3.29997,1.56999e-05
4289,3.29996,5.18998e-06
4290,3.29989,7.13625e-06
4291,3.29991,2.17982e-05
4292,3.3001,1.24561e-05
4293,3.30001,1.64784e-05
4294,3.30004,1.98519e-05
4295,3.29991,2.63395e-05
4296,3.29985,2.06304e-05
4297,3.29982,1.53106e-05
4298,3.29996,1.14181e-05
4299,3.29993,3.15295e-05
4300,3.29982,1.77759e-05
4301,3.30003,2.03709e-05
4302,3.29991,2.89345e-05
4303,3.29997,3.11403e-05
4304,3.29992,1.51808e-05
4305,3.2999,2.89345e-05
4306,3.29993,2.32254e-05
4307,3.29989,2.30957e-05
4308,3.30002,1.56998e-05
4309,3.29992,1.79056e-05
4310,3.29994,1.42719e-06
4311,3.30001,1.76461e-05
4312,3.29993,-1.3624e-05
4313,3.3,1.40131e-05
4314,3.30004,2.03709e-05
4315,3.29994,2.32254e-05
4316,3.29994,1.63486e-05
4317,3.29983,1.34941e-05
4318,3.30003,5.31972e-06
4319,3.29992,2.34849e-05
4320,3.29984,1.37536e-05
4321,3.29993,2.67287e-05
4322,3.29995,1.77759e-05
4323,3.2999,2.85443e-06
4324,3.29999,1.41428e-05
4325,3.30004,4.93047e-06
4326,3.29995,9.21227e-06
4327,3.29987,2.03709e-05
4328,3.29996,3.33461e-05
4329,3.30001,7.00651e-06
4330,3.29991,2.28362e-05
4331,3.29997,2.12792e-05
4332,3.30002,1.16776e-05
4333,3.29995,1.69973e-05
4334,3.29993,1.68676e-05
4335,3.29997,7.26602e-06
4336,3.29991,1.33643e-05
4337,3.29997,2.99725e-05
4338,3.29996,2.5561e-05
4339,3.29996,2.01114e-05
4340,3.30003,1.038e-05
4341,3.29994,1.07693e-05
4342,3.29993,1.88139e-05
4343,3.29985,2.24469e-05
4344,3.29996,1.81651e-05
4345,3.29997,2.02412e-05
4346,3.29991,2.12792e-05
4347,3.29994,2.38742e-05
4348,3.29987,1.99816e-05
4349,3.29995,2.02411e-05
4350,3.3,2.11494e-05
4351,3.29996,2.47825e-05
4352,3.29997,2.53015e-05
4353,3.29989,1.36238e-05
4354,3.29992,3.42543e-05
4355,3.29994,2.47824e-05
4356,3.30002,2.85452e-05
4357,3.29992,3.30866e-05
4358,3.29994,1.1937e-05
4359,3.29995,5.06022e-06
4360,3.29992,5.83873e-06
4361,3.29991,7.13625e-06
4362,3.2999,6.61724e-06
4363,3.29993,1.07693e-05
4364,3.29992,3.24372e-06
4365,3.29994,2.20577e-05
4366,3.29994,2.64692e-05
4367,3.3,4.41146e-06
4368,3.29978,6.74699e-06
4369,3.29989,6.22799e-06
4370,3.29992,-9.21242e-06
4371,3.29996,9.99076e-06
4372,3.29995,1.60891e-05
4373,3.29999,3.42543e-05
4374,3.29991,1.44023e-05
4375,3.29993,1.86841e-05
4376,3.29994,3.51626e-05
4377,3.29992,2.84155e-05
4378,3.29986,1.15478e-05
4379,3.29996,2.68585e-05
4380,3.29991,3.127e-05
4381,3.29998,1.71271e-05
4382,3.3,1.58296e-05
4383,3.29997,1.77759e-05
4384,3.30009,2.78965e-05
4385,3.2999,7.91476e-06
4386,3.3,8.5635e-06
4387,3.29989,1.75164e-05
4388,3.29988,1.10288e-05
4389,3.29992,3.37353e-05
4390,3.29996,2.23172e-05
4391,3.30001,1.0899e-05
4392,3.30006,1.54403e-05
4393,3.29973,3.49031e-05
4394,3.29994,1.19371e-05
4395,3.29991,2.56907e-05
4396,3.29991,1.84246e-05
4397,3.29987,1.46618e-05
4398,3.29996,1.45321e-05
4399,3.29997,7.91476e-06
4400,3.29997,1.69974e-05
4401,3.29996,1.90734e-05
4402,3.29991,2.46519e-06
4403,3.29995,-6.87692e-06
4404,3.29997,1.95924e-05
4405,3.29996,2.25767e-05
4406,3.3,3.10105e-05
4407,3.30005,3.46436e-05
4408,3.3,2.47824e-05
4409,3.29999,3.20485e-05
4410,3.29993,3.36056e-05
4411,3.29993,1.76461e-05
4412,3.29993,1.10288e-05
4413,3.30006,9.86103e-06
4414,3.29991,2.17982e-05
4415,3.30004,1.93329e-05
4416,3.30004,1.80354e-05
4417,3.30008,3.0232e-05
4418,3.29992,1.69974e-05
4419,3.29997,3.38651e-05
4420,3.29999,3.20485e-05
4421,3.30001,2.56907e-05
4422,3.29998,7.26598e-06
4423,3.30002,1.53106e-05
4424,3.29998,1.27156e-05
4425,3.29989,1.94627e-05
4426,3.29995,2.9713e-05
4427,3.29992,2.23172e-05
4428,3.29993,1.77759e-05
4429,3.29997,2.17981e-05
4430,3.29982,2.5561e-05
4431,3.29993,2.29659e-05
4432,3.29982,1.67379e-05
4433,3.30007,1.44023e-05
4434,3.29997,1.72569e-05
4435,3.30001,3.127e-05
4436,3.30004,1.27156e-05
4437,3.2999,1.86841e-05
4438,3.29991,1.02503e-05
4439,3.29996,1.90734e-05
4440,3.29995,2.34849e-05
4441,3.2999,1.58296e-05
4442,3.3,-7.60263e-11
4443,3.29983,2.77667e-05
4444,3.29991,1.82949e-05
4445,3.30004,6.09823e-06
4446,3.29998,1.64784e-05
4447,3.29989,1.37536e-05
4448,3.29997,1.15478e-05
4449,3.29994,8.30401e-06
4450,3.29991,2.49122e-05
4451,3.30005,2.82858e-05
4452,3.29999,1.90734e-05
4453,3.29988,2.27064e-05
4454,3.30001,2.72477e-05
4455,3.29999,3.49031e-05
4456,3.29992,1.51808e-05
4457,3.2999,2.59502e-05
4458,3.29999,1.53106e-05
4459,3.29995,1.99816e-05
4460,3.2999,2.30957e-05
4461,3.29996,1.56998e-05
4462,3.29991,2.73775e-05
4463,3.29994,1.69973e-05
4464,3.29993,2.78965e-05
4465,3.29993,2.51717e-05
4466,3.2999,1.58296e-05
4467,3.29994,2.8675e-05
4468,3.29993,2.5561e-05
4469,3.29989,1.86841e-05
4470,3.29994,7.52549e-06
4471,3.29997,3.94444e-05
4472,3.29992,2.01114e-05
4473,3.29989,7.78501e-06
4474,3.29993,7.78501e-06
4475,3.29997,1.92031e-05
4476,3.29991,2.14089e-05
4477,3.2999,3.01023e-05
4478,3.29996,2.05007e-05
4479,3.2999,2.28362e-05
4480,3.29995,3.71089e-05
4481,3.29998,3.56816e-05
4482,3.29985,-1.12885e-05
4483,3.29994,1.44023e-05
4484,3.29992,1.68676e-05
4485,3.3,2.12792e-05
4486,3.29989,1.44023e-05
4487,3.2999,2.94535e-05
4488,3.29997,1.23263e-05
4489,3.29985,2.77667e-05
4490,3.29998,4.72295e-05
4491,3.29994,1.89436e-05
4492,3.29995,1.93329e-05
4493,3.29993,1.16776e-05
4494,3.29998,1.12883e-05
4495,3.29996,1.64784e-05
4496,3.30002,8.04449e-06
4497,3.29996,4.03526e-05
4498,3.29996,1.21966e-05
4499,3.30001,6.61724e-06
4500,3.29999,9.99079e-06
4501,3.30003,3.39948e-05
4502,3.29988,2.42635e-05
4503,3.29993,1.10288e-05
4504,3.29999,1.32346e-05
4505,3.29996,1.86841e-05
4506,3.29995,7.26602e-06
4507,3.29996,1.72569e-05
4508,3.29981,2.9842e-06
4509,3.2999,1.0899e-05
4510,3.29989,1.23263e-05
4511,3.30004,1.11585e-05
4512,3.29994,1.29668e-07
4513,3.29989,-1.94637e-06
4514,3.29996,1.67379e-05
4515,3.30002,2.36147e-05
4516,3.29986,2.10197e-05
4517,3.29995,3.08808e-05
4518,3.30002,4.41145e-06
4519,3.30001,2.34849e-05
4520,3.29986,1.66081e-05
4521,3.29991,1.47916e-05
4522,3.29997,2.37444e-05
4523,3.29993,1.12883e-05
4524,3.29997,1.60891e-05
4525,3.29998,3.16593e-05
4526,3.3,1.21965e-05
4527,3.29997,2.45229e-05
4528,3.29992,2.608e-05
4529,3.3,1.94626e-05
4530,3.30003,6.09824e-06
4531,3.3,2.7118e-05
4532,3.2999,5.4495e-06
4533,3.3,9.47178e-06
4534,3.29994,1.42717e-06
4535,3.30002,3.74981e-05
4536,3.29985,-1.29843e-07
4537,3.29995,2.30957e-05
4538,3.29999,1.21966e-05
4539,3.29992,1.18073e-05
4540,3.29996,7.52549e-06
4541,3.29994,1.20668e-05
4542,3.29999,5.31975e-06
4543,3.29994,1.38833e-05
4544,3.29996,1.28453e-05
4545,3.29986,1.25858e-05
4546,3.2999,8.30399e-06
4547,3.30008,1.59593e-05
4548,3.29996,2.89345e-05
4549,3.29994,1.73866e-05
4550,3.29994,1.68668e-06
4551,3.29993,1.75164e-05
4552,3.29992,3.63296e-06
4553,3.30001,1.29751e-05
4554,3.29996,-6.48851e-07
4555,3.29987,7.78419e-07
4556,3.29995,3.21783e-05
4557,3.29993,-6.48768e-06
4558,3.29998,1.20668e-05
4559,3.3,1.45321e-05
4560,3.29991,9.08252e-06
4561,3.29995,1.55701e-05
4562,3.29986,2.53015e-05
4563,3.29991,-2.59568e-07
4564,3.30002,3.42543e-05
4565,3.30007,1.25858e-05
4566,3.29988,1.28453e-05
4567,3.30001,3.01023e-05
4568,3.29987,4.80074e-06
4569,3.29991,1.62188e-05
4570,3.29989,8.95278e-06
4571,3.29992,1.92031e-05
4572,3.29998,2.30957e-05
4573,3.29994,2.11494e-05
4574,3.29991,1.54403e-05
4575,3.29995,9.342e-06
4576,3.29992,5.70899e-06
4577,3.30003,2.24469e-05
4578,3.29996,1.28453e-05
4579,3.29995,3.98336e-05
4580,3.29988,5.83871e-06
4581,3.3,2.59502e-05
4582,3.30001,6.48748e-06
4583,3.29993,6.87675e-06
4584,3.30001,8.69326e-06
4585,3.29988,-6.48856e-07
4586,3.29994,9.34204e-06
4587,3.29992,1.66081e-05
4588,3.29992,2.47825e-05
4589,3.29995,2.25767e-05
4590,3.29987,2.38742e-05
4591,3.29993,2.14089e-05
4592,3.29985,1.12883e-05
4593,3.2999,9.08253e-06
4594,3.29987,2.51717e-05
4595,3.29986,9.86104e-06
4596,3.30006,2.69882e-05
4597,3.29995,1.88139e-05
4598,3.3001,3.32163e-05
4599,3.29994,1.01205e-05
4600,3.30008,1.45321e-05
4601,3.29989,2.98428e-05
4602,3.29996,1.31048e-05
4603,3.29993,2.23172e-05
4604,3.29993,2.30957e-05
4605,3.29999,2.51717e-05
4606,3.29996,9.0825e-06
4607,3.29991,1.08991e-05
4608,3.29987,1.51808e-05
4609,3.29985,4.28173e-06
4610,3.30002,2.02412e-05
4611,3.30004,2.7637e-05
4612,3.30001,1.42726e-05
4613,3.29988,8.30402e-06
4614,3.29993,2.24469e-05
4615,3.29998,1.02503e-05
4616,3.29988,4.67096e-06
4617,3.29981,1.55701e-05
4618,3.29988,2.17982e-05
4619,3.29991,1.68676e-05
4620,3.29994,4.93047e-06
4621,3.29996,1.62188e-05
4622,3.29991,1.03794e-06
4623,3.29995,6.61721e-06
4624,3.29991,1.15478e-05
4625,3.29989,1.42718e-06
4626,3.29986,1.29751e-05
4627,3.29997,-1.4143e-05
4628,3.29996,9.60153e-06
4629,3.29989,4.28171e-06
4630,3.29991,1.62189e-05
4631,3.29997,1.12883e-05
4632,3.29999,-1.0381e-06
4633,3.29995,1.98519e-05
4634,3.29996,2.17981e-05
4635,3.29994,7.52551e-06
4636,3.29994,9.34202e-06
4637,3.29995,3.19188e-05
4638,3.29995,7.65527e-06
4639,3.29995,8.04449e-06
