s,v,i
14037,3.3003,0.141134
14038,3.29832,0.143334
14039,3.30103,0.143093
14040,3.30029,0.14116
14041,3.29823,0.143432
14042,3.30104,0.143049
14043,3.29985,0.141199
14044,3.29865,0.14422
14045,3.30128,0.142925
14046,3.29815,0.143505
14047,3.3012,0.151707
14048,3.29997,0.14685
14049,3.29918,0.146259
14050,3.30061,0.141579
14051,3.29841,0.143023
14052,3.30102,0.143508
14053,3.30019,0.141247
14054,3.29878,0.144088
14055,3.30099,0.142594
14056,3.29919,0.141286
14057,3.29975,0.144454
14058,3.30101,0.142126
14059,3.29845,0.141885
14060,3.30049,0.144255
14061,3.30051,0.141701
14062,3.29842,0.142622
14063,3.301,0.143779
14064,3.30066,0.141383
14065,3.29818,0.142993
14066,3.30081,0.143372
14067,3.30056,0.141188
14068,3.29804,0.142901
14069,3.30102,0.14353
14070,3.30032,0.141209
14071,3.29823,0.143035
14072,3.3011,0.143403
14073,3.30013,0.141195
14074,3.29846,0.143344
14075,3.30121,0.143691
14076,3.29882,0.141742
14077,3.29954,0.14829
14078,3.30032,0.143846
14079,3.30088,0.141531
14080,3.29837,0.142214
14081,3.30067,0.143807
14082,3.30066,0.141558
14083,3.29855,0.142336
14084,3.30078,0.143768
14085,3.30075,0.141588
14086,3.29815,0.142245
14087,3.3007,0.143809
14088,3.30104,0.141561
14089,3.29795,0.142381
14090,3.30096,0.14375
14091,3.30088,0.141557
14092,3.29817,0.142371
14093,3.30082,0.143823
14094,3.30079,0.141419
14095,3.29814,0.142462
14096,3.30111,0.143793
14097,3.30091,0.141382
14098,3.29798,0.142425
14099,3.30079,0.143733
14100,3.30084,0.141425
14101,3.29823,0.142402
14102,3.30066,0.143865
14103,3.30075,0.141364
14104,3.29831,0.142601
14105,3.30128,0.144398
14106,3.29876,0.142212
14107,3.30153,0.153289
14108,3.29938,0.146686
14109,3.29885,0.143965
14110,3.30105,0.143319
14111,3.30048,0.141269
14112,3.29844,0.14297
14113,3.30102,0.143484
14114,3.3006,0.141266
14115,3.29844,0.143572
14116,3.3011,0.143072
14117,3.29981,0.141246
14118,3.29911,0.144089
14119,3.30093,0.142575
14120,3.29905,0.141467
14121,3.29995,0.144439
14122,3.30097,0.141979
14123,3.29853,0.141969
14124,3.30068,0.144241
14125,3.30083,0.141642
14126,3.29823,0.14297
14127,3.30077,0.143545
14128,3.30013,0.14133
14129,3.29867,0.143554
14130,3.30111,0.143081
14131,3.29953,0.141326
14132,3.29912,0.144162
14133,3.30095,0.142503
14134,3.29856,0.141676
14135,3.30076,0.145215
14136,3.29877,0.143731
14137,3.30106,0.145257
14138,3.29908,0.144121
14139,3.30126,0.142439
14140,3.29958,0.141134
14141,3.29901,0.14421
14142,3.301,0.142257
14143,3.29973,0.141269
14144,3.29916,0.143975
14145,3.30124,0.142482
14146,3.29955,0.141112
14147,3.2991,0.144053
14148,3.30121,0.142495
14149,3.2995,0.141083
14150,3.29879,0.144065
14151,3.3012,0.142399
14152,3.29939,0.141192
14153,3.2992,0.143959
14154,3.30091,0.142582
14155,3.29956,0.14117
14156,3.29917,0.14414
14157,3.3011,0.142327
14158,3.29935,0.141257
14159,3.29935,0.144029
14160,3.30116,0.142342
14161,3.29937,0.141185
14162,3.29927,0.143858
14163,3.30105,0.14261
14164,3.29943,0.14116
14165,3.29974,0.145433
14166,3.2991,0.145392
14167,3.30042,0.155704
14168,3.29971,0.145118
14169,3.30174,0.145339
14170,3.29884,0.145579
14171,3.30018,0.142594
14172,3.30054,0.145976
14173,3.29843,0.144102
14174,3.30143,0.144079
14175,3.2988,0.145492
14176,3.30001,0.142759
14177,3.3002,0.145916
14178,3.29875,0.14361
14179,3.30142,0.144579
14180,3.2987,0.145044
14181,3.29964,0.14692
14182,3.30002,0.148105
14183,3.29988,0.14782
14184,3.30006,0.147893
14185,3.3,0.147764
14186,3.29981,0.146916
14187,3.30025,0.142557
14188,3.30016,0.146128
14189,3.29871,0.143708
14190,3.30155,0.144491
14191,3.29864,0.145493
14192,3.30021,0.142921
14193,3.30058,0.145955
14194,3.29872,0.143988
14195,3.30009,0.148739
14196,3.3007,0.150639
14197,3.29917,0.150762
14198,3.30018,0.148647
14199,3.30036,0.148282
14200,3.30004,0.14774
14201,3.29985,0.142552
14202,3.30093,0.146018
14203,3.29867,0.144591
14204,3.3012,0.143667
14205,3.29947,0.146043
14206,3.29892,0.143554
14207,3.3012,0.144796
14208,3.29853,0.144806
14209,3.30111,0.143274
14210,3.29885,0.145835
14211,3.29934,0.142898
14212,3.30035,0.14692
14213,3.29945,0.148212
14214,3.29985,0.148337
14215,3.29981,0.148158
14216,3.29979,0.148312
14217,3.29964,0.146823
14218,3.30158,0.143965
14219,3.29853,0.144913
14220,3.30073,0.143078
14221,3.29968,0.145864
14222,3.29896,0.143306
14223,3.30131,0.145169
14224,3.29844,0.144384
14225,3.29998,0.144589
14226,3.30029,0.152781
14227,3.30026,0.148178
14228,3.29983,0.147616
14229,3.29987,0.147571
14230,3.29974,0.147629
14231,3.29995,0.147537
14232,3.29872,0.144691
14233,3.30116,0.142808
14234,3.29892,0.14506
14235,3.30094,0.142444
14236,3.2989,0.14532
14237,3.30081,0.14239
14238,3.29947,0.145534
14239,3.29995,0.142524
14240,3.30036,0.145788
14241,3.2987,0.143157
14242,3.30138,0.14497
14243,3.29935,0.1469
14244,3.30002,0.147215
14245,3.29986,0.147398
14246,3.29967,0.147339
14247,3.29985,0.147306
14248,3.29964,0.146628
14249,3.301,0.142381
14250,3.29856,0.144901
14251,3.30112,0.142649
14252,3.2986,0.14487
14253,3.30103,0.142734
14254,3.29914,0.146015
14255,3.29943,0.142989
14256,3.30053,0.151035
14257,3.29936,0.14553
14258,3.30006,0.147371
14259,3.29973,0.147502
14260,3.30003,0.147341
14261,3.29988,0.14727
14262,3.29975,0.147109
14263,3.30005,0.126255
14264,3.29966,0.124733
14265,3.30032,0.124739
14266,3.30044,0.125088
14267,3.30068,0.12512
14268,3.30008,0.125535
14269,3.29969,0.12553
14270,3.29984,0.1255
14271,3.29983,0.12548
14272,3.29963,0.125316
14273,3.29969,0.125628
14274,3.29977,0.125637
14275,3.30045,0.126192
14276,3.29958,0.126253
14277,3.2991,0.128029
14278,3.3004,0.127932
14279,3.30066,0.127001
14280,3.30044,0.126199
14281,3.29873,0.126623
14282,3.29957,0.128632
14283,3.30047,0.127419
14284,3.30085,0.126993
14285,3.29891,0.126641
14286,3.29929,0.134389
14287,3.30098,0.129446
14288,3.30034,0.126435
14289,3.29955,0.126049
14290,3.29844,0.127325
14291,3.29996,0.127935
14292,3.30072,0.127623
14293,3.30074,0.126615
14294,3.29913,0.139308
14295,3.29914,0.1383
14296,3.3008,0.13471
14297,3.30002,0.133057
14298,3.29955,0.132515
14299,3.29954,0.132684
14300,3.30011,0.133028
14301,3.29974,0.132864
14302,3.30021,0.132939
14303,3.30002,0.132772
14304,3.30014,0.132782
14305,3.29967,0.132782
14306,3.29996,0.13277
14307,3.29992,0.132613
14308,3.29977,0.132531
14309,3.29994,0.132545
14310,3.29972,0.132524
14311,3.29978,0.132402
14312,3.29982,0.132486
14313,3.30012,0.132954
14314,3.30048,0.134592
14315,3.30043,0.133708
14316,3.29831,0.143164
14317,3.29992,0.140856
14318,3.30131,0.135823
14319,3.30019,0.133266
14320,3.29965,0.133099
14321,3.29866,0.133583
14322,3.29956,0.134443
14323,3.29996,0.134036
14324,3.3003,0.133959
14325,3.30031,0.133659
14326,3.30032,0.133577
14327,3.3002,0.133338
14328,3.30033,0.133097
14329,3.2997,0.13315
14330,3.2992,0.133658
14331,3.29932,0.134435
14332,3.30018,0.134629
14333,3.30059,0.13396
14334,3.30046,0.133614
14335,3.30046,0.133326
14336,3.30021,0.133184
14337,3.29983,0.133082
14338,3.29885,0.1334
14339,3.29923,0.13392
14340,3.29973,0.134432
14341,3.30005,0.134086
14342,3.30003,0.133751
14343,3.3005,0.133558
14344,3.30051,0.133822
14345,3.2991,0.133366
14346,3.30061,0.139649
14347,3.29948,0.133025
14348,3.29917,0.133434
14349,3.29909,0.133912
14350,3.29988,0.134019
14351,3.30027,0.133815
14352,3.30025,0.13389
14353,3.30031,0.133717
14354,3.30025,0.133213
14355,3.3002,0.133207
14356,3.30027,0.133088
14357,3.30013,0.133101
14358,3.29991,0.133029
14359,3.29953,0.133055
14360,3.29955,0.133126
14361,3.29893,0.133844
14362,3.29955,0.133715
14363,3.30008,0.134008
14364,3.29982,0.133627
14365,3.3001,0.133802
14366,3.30018,0.133309
14367,3.30033,0.13346
14368,3.30026,0.133216
14369,3.30024,0.133101
14370,3.30018,0.133029
14371,3.29972,0.133
14372,3.2996,0.133133
14373,3.29895,0.133522
14374,3.2997,0.136102
14375,3.30031,0.133939
14376,3.2994,0.138017
14377,3.29996,0.133873
14378,3.30014,0.133538
14379,3.30027,0.133492
14380,3.30021,0.133364
14381,3.30009,0.133245
14382,3.30002,0.133099
14383,3.29991,0.133015
14384,3.29983,0.132952
14385,3.29929,0.133222
14386,3.29909,0.133559
14387,3.29947,0.134246
14388,3.29985,0.133979
14389,3.29992,0.133922
14390,3.30012,0.13346
14391,3.30008,0.133467
14392,3.30017,0.133297
14393,3.30005,0.133222
14394,3.30033,0.133042
14395,3.29976,0.133013
14396,3.29984,0.133042
14397,3.29881,0.133476
14398,3.29922,0.133828
14399,3.29965,0.134464
14400,3.30017,0.134274
14401,3.30045,0.133861
14402,3.30022,0.13335
14403,3.30008,0.133289
14404,3.2996,0.133485
14405,3.29879,0.136187
14406,3.30105,0.136712
14407,3.29912,0.133731
14408,3.29961,0.134071
14409,3.2998,0.134455
14410,3.30035,0.133907
14411,3.30045,0.133696
14412,3.30032,0.133357
14413,3.30003,0.133228
14414,3.3001,0.133071
14415,3.29923,0.133197
14416,3.29939,0.13373
14417,3.29962,0.134621
14418,3.30014,0.134195
14419,3.30056,0.133678
14420,3.29998,0.133317
14421,3.30003,0.133361
14422,3.30012,0.13316
14423,3.30015,0.133156
14424,3.30006,0.133062
14425,3.29998,0.132998
14426,3.29963,0.133011
14427,3.29912,0.133312
14428,3.29928,0.133591
14429,3.29966,0.134316
14430,3.30003,0.133841
14431,3.30001,0.133885
14432,3.30015,0.133554
14433,3.3002,0.133366
14434,3.30037,0.133666
14435,3.29811,0.136138
14436,3.30178,0.136639
14437,3.29982,0.133009
14438,3.29972,0.132961
14439,3.29939,0.133129
14440,3.29951,0.133345
14441,3.29971,0.133611
14442,3.29968,0.134141
14443,3.30013,0.134071
14444,3.30029,0.133651
14445,3.30035,0.13383
14446,3.3003,0.133196
14447,3.30028,0.133198
14448,3.30012,0.133198
14449,3.3002,0.133053
14450,3.2998,0.132988
14451,3.29983,0.133124
14452,3.29877,0.133882
14453,3.29977,0.134254
14454,3.30009,0.133852
14455,3.29976,0.132606
14456,3.29987,0.132076
14457,3.29979,0.132269
14458,3.3003,0.132112
14459,3.3003,0.132136
14460,3.29986,0.133075
14461,3.29962,0.133881
14462,3.30162,0.160525
14463,3.29856,0.135449
14464,3.30107,0.136487
14465,3.29867,0.135859
14466,3.30144,0.137564
14467,3.30038,0.1333
14468,3.29933,0.133381
14469,3.29919,0.135074
14470,3.30052,0.13506
14471,3.30064,0.13423
14472,3.3002,0.133325
14473,3.30001,0.133039
14474,3.29996,0.132991
14475,3.2999,0.132963
14476,3.29967,0.132966
14477,3.29968,0.133013
14478,3.2993,0.133346
14479,3.29934,0.134578
14480,3.30003,0.134402
14481,3.30099,0.135204
14482,3.29984,0.13389
14483,3.30006,0.132325
14484,3.29866,0.130281
14485,3.3008,0.128819
14486,3.30029,0.1322
14487,3.29815,0.128932
14488,3.30135,0.129309
14489,3.2986,0.127582
14490,3.30092,0.130341
14491,3.30008,0.126922
14492,3.29957,0.130968
14493,3.30097,0.127183
14494,3.29914,0.131556
14495,3.29982,0.133009
14496,3.29897,0.128289
14497,3.3008,0.130651
14498,3.2993,0.126955
14499,3.30092,0.131919
14500,3.29857,0.130341
14501,3.30137,0.128137
14502,3.29817,0.128475
14503,3.30108,0.129605
14504,3.29937,0.127086
14505,3.30045,0.130983
14506,3.29878,0.129742
14507,3.30159,0.129581
14508,3.29839,0.129197
14509,3.30142,0.128976
14510,3.29853,0.127701
14511,3.30067,0.130146
14512,3.29998,0.127004
14513,3.2994,0.131006
14514,3.30048,0.12718
14515,3.29874,0.130142
14516,3.30143,0.128119
14517,3.29819,0.129062
14518,3.30154,0.129163
14519,3.29832,0.128791
14520,3.30155,0.129779
14521,3.29621,0.266679
14522,3.2999,0.29465
14523,3.29947,0.287229
14524,3.30363,0.240438
14525,3.29935,0.139541
14526,3.30005,0.132827
14527,3.29605,0.252168
14528,3.30036,0.322125
14529,3.30369,0.200635
14530,3.29942,0.133498
14531,3.29931,0.137932
14532,3.30034,0.133622
14533,3.29449,0.276006
14534,3.29948,0.440274
14535,3.30023,0.439644
14536,3.2995,0.440002
14537,3.30509,0.406946
14538,3.3006,0.14026
14539,3.28784,0.440434
14540,3.30004,0.799637
14541,3.3121,0.260012
14542,3.29088,0.42788
14543,3.30812,0.200768
14544,3.29917,0.158309
14545,3.2936,0.331118
14546,3.30093,0.48058
14547,3.29981,0.481718
14548,3.30627,0.412653
14549,3.3001,0.162647
14550,3.29842,0.159872
14551,3.2937,0.370016
14552,3.29984,0.546198
14553,3.29911,0.404836
14554,3.30681,0.484521
14555,3.30084,0.167272
14556,3.2988,0.158649
14557,3.30051,0.165528
14558,3.30034,0.157826
14559,3.30056,0.162229
14560,3.29913,0.154635
14561,3.30041,0.163172
14562,3.30048,0.156002
14563,3.29887,0.169999
14564,3.29903,0.151044
14565,3.30005,0.165775
14566,3.29982,0.15598
14567,3.2999,0.163796
14568,3.30018,0.151038
14569,3.29989,0.163466
14570,3.29997,0.155301
14571,3.30115,0.157868
14572,3.29882,0.169846
14573,3.29997,0.153707
14574,3.29992,0.166091
14575,3.30095,0.154569
14576,3.29982,0.162251
14577,3.29939,0.154715
14578,3.29982,0.162457
14579,3.29982,0.15545
14580,3.29993,0.162188
14581,3.29883,0.160058
14582,3.3016,0.159544
14583,3.29781,0.167085
14584,3.30067,0.155223
14585,3.29996,0.165002
14586,3.30056,0.162875
14587,3.29871,0.150142
14588,3.30063,0.167047
14589,3.30019,0.15698
14590,3.299,0.162997
14591,3.30146,0.155007
14592,3.2989,0.160664
14593,3.29929,0.16121
14594,3.29915,0.153417
14595,3.3015,0.166354
14596,3.29979,0.157454
14597,3.29812,0.165863
14598,3.30107,0.157614
14599,3.30078,0.155538
14600,3.30011,0.163029
14601,3.29987,0.155859
14602,3.30042,0.154982
14603,3.29906,0.163127
14604,3.29973,0.156475
14605,3.30029,0.160042
14606,3.29914,0.159024
14607,3.29912,0.166428
14608,3.30076,0.163044
14609,3.30137,0.149799
14610,3.29867,0.168444
14611,3.29873,0.154315
14612,3.30187,0.157811
14613,3.29978,0.163122
14614,3.29965,0.161948
14615,3.30011,0.163592
14616,3.29967,0.162577
14617,3.30003,0.154852
14618,3.29863,0.158772
14619,3.2997,0.15462
14620,3.30028,0.165815
14621,3.2987,0.160937
14622,3.30135,0.158853
14623,3.30028,0.156025
14624,3.2984,0.164189
14625,3.30054,0.154336
14626,3.29986,0.15908
14627,3.29928,0.165215
14628,3.30083,0.15628
14629,3.29923,0.15897
14630,3.29955,0.160796
14631,3.30054,0.157576
14632,3.30044,0.164549
14633,3.29917,0.160758
14634,3.30069,0.156765
14635,3.29856,0.159712
14636,3.30036,0.156137
14637,3.29989,0.159447
14638,3.30061,0.162196
14639,3.29834,0.160034
14640,3.30009,0.158284
14641,3.30023,0.159242
14642,3.29966,0.161531
14643,3.30123,0.158492
14644,3.29914,0.15586
14645,3.29834,0.176646
14646,3.30086,0.152563
14647,3.29995,0.154378
14648,3.29903,0.16379
14649,3.30228,0.159075
14650,3.29974,0.162479
14651,3.29863,0.150757
14652,3.30075,0.166129
14653,3.29826,0.15517
14654,3.30113,0.153888
14655,3.29974,0.17061
14656,3.30058,0.149436
14657,3.30042,0.163215
14658,3.29823,0.158559
14659,3.30045,0.162221
14660,3.30073,0.160813
14661,3.29998,0.162267
14662,3.3005,0.155104
14663,3.29978,0.162581
14664,3.29913,0.154209
14665,3.29906,0.169088
14666,3.30133,0.15007
14667,3.29992,0.15582
14668,3.29823,0.163752
14669,3.30046,0.154674
14670,3.29979,0.170057
14671,3.30121,0.147122
14672,3.29963,0.170363
14673,3.2981,0.158887
14674,3.30028,0.159893
14675,3.2996,0.159269
14676,3.30034,0.164596
14677,3.30002,0.157124
14678,3.29993,0.16005
14679,3.30111,0.157175
14680,3.29941,0.161769
14681,3.30022,0.156393
14682,3.29938,0.16091
14683,3.30016,0.157884
14684,3.29975,0.162005
14685,3.29844,0.158257
14686,3.301,0.158425
14687,3.29892,0.161648
14688,3.3,0.154178
14689,3.30119,0.165953
14690,3.29937,0.154374
14691,3.29847,0.167526
14692,3.30257,0.151926
14693,3.29881,0.161868
14694,3.29883,0.158342
14695,3.29984,0.164739
14696,3.30023,0.153273
14697,3.30081,0.161675
14698,3.29927,0.157438
14699,3.29951,0.163822
14700,3.3006,0.155073
14701,3.30007,0.160865
14702,3.30021,0.162553
14703,3.30138,0.154098
14704,3.29937,0.16972
14705,3.30009,0.163186
14706,3.29976,0.154714
14707,3.29927,0.156736
14708,3.30088,0.162014
14709,3.2978,0.15528
14710,3.3005,0.159171
14711,3.3013,0.166745
14712,3.29843,0.151416
14713,3.3001,0.16321
14714,3.30073,0.1578
14715,3.30018,0.162759
14716,3.29906,0.16158
14717,3.29903,0.152004
14718,3.29994,0.165354
14719,3.29975,0.154415
14720,3.29971,0.167201
14721,3.30072,0.151929
14722,3.29995,0.16501
14723,3.29929,0.158719
14724,3.30053,0.157381
14725,3.29972,0.162069
14726,3.30038,0.156215
14727,3.29727,0.157537
14728,3.30127,0.157184
14729,3.30058,0.157713
14730,3.30064,0.172002
14731,3.29852,0.153696
14732,3.30056,0.15477
14733,3.30015,0.156414
14734,3.30051,0.171626
14735,3.29851,0.164415
14736,3.30032,0.159477
14737,3.30066,0.156578
14738,3.29772,0.153436
14739,3.30253,0.164464
14740,3.29892,0.158484
14741,3.29988,0.157838
14742,3.30004,0.163057
14743,3.30035,0.156172
14744,3.30112,0.155898
14745,3.29981,0.155492
14746,3.29845,0.166999
14747,3.29977,0.153406
14748,3.30119,0.160484
14749,3.29864,0.164498
14750,3.29993,0.157367
14751,3.3007,0.165046
14752,3.30004,0.15496
14753,3.29938,0.161671
14754,3.29977,0.156467
14755,3.30014,0.15699
14756,3.29888,0.164442
14757,3.30008,0.155535
14758,3.29981,0.164342
14759,3.30138,0.157506
14760,3.29903,0.160295
14761,3.29985,0.154413
14762,3.29936,0.164268
14763,3.30061,0.157854
14764,3.29947,0.169016
14765,3.29966,0.161482
14766,3.30105,0.15675
14767,3.30077,0.155783
14768,3.29978,0.162732
14769,3.29763,0.157124
14770,3.30182,0.161011
14771,3.29868,0.155425
14772,3.29954,0.165191
14773,3.30046,0.154592
14774,3.29978,0.156568
14775,3.30142,0.159202
14776,3.29994,0.162429
14777,3.29835,0.15804
14778,3.30145,0.160846
14779,3.29721,0.297889
14780,3.30026,0.150222
14781,3.30059,0.157318
14782,3.29937,0.152162
14783,3.30221,0.161308
14784,3.29933,0.169957
14785,3.29831,0.156881
14786,3.30247,0.161892
14787,3.30012,0.162509
14788,3.2984,0.168467
14789,3.30117,0.15681
14790,3.29937,0.170575
14791,3.30046,0.155266
14792,3.29775,0.169536
14793,3.30076,0.164257
14794,3.29839,0.16297
14795,3.30072,0.164214
14796,3.30218,0.159944
14797,3.29972,0.169529
14798,3.29932,0.184549
14799,3.29913,0.180373
14800,3.29931,0.178123
14801,3.30067,0.181922
14802,3.30069,0.187076
14803,3.29895,0.187533
14804,3.29965,0.187604
14805,3.30006,0.190597
14806,3.30153,0.192157
14807,3.29919,0.186271
14808,3.30024,0.192377
14809,3.29899,0.183591
14810,3.30127,0.187967
14811,3.2988,0.194302
14812,3.30123,0.184709
14813,3.29719,0.229625
14814,3.30109,0.258061
14815,3.29965,0.24712
14816,3.29972,0.225846
14817,3.29905,0.236149
14818,3.30182,0.224191
14819,3.29858,0.221904
14820,3.29954,0.231569
14821,3.3006,0.224256
14822,3.30015,0.234845
14823,3.30026,0.225572
14824,3.29853,0.235804
14825,3.29822,0.215635
14826,3.30046,0.269037
14827,3.29628,0.496764
14828,3.30424,0.319794
14829,3.29881,0.287148
14830,3.30216,0.379373
14831,3.30124,0.218267
14832,3.29511,0.386319
14833,3.30231,0.319343
14834,3.29658,0.286148
14835,3.29999,0.423328
14836,3.30319,0.239698
14837,3.29924,0.23278
14838,3.29932,0.293749
14839,3.29762,0.37275
14840,3.30184,0.36564
14841,3.29748,0.318193
14842,3.30154,0.373316
14843,3.30149,0.305573
14844,3.29694,0.380906
14845,3.30261,0.388123
14846,3.29219,0.285552
14847,3.30471,0.434679
14848,3.30276,0.328808
14849,3.29335,0.244562
14850,3.30611,0.282874
14851,3.30022,0.280048
14852,3.30002,0.329902
14853,3.29518,0.235148
14854,3.30362,0.392001
14855,3.30191,0.305706
14856,3.29763,0.338656
14857,3.2999,0.391399
14858,3.30216,0.227224
14859,3.29652,0.406446
14860,3.30278,0.333619
14861,3.30075,0.21517
14862,3.2972,0.279631
14863,3.30047,0.26886
14864,3.29726,0.317142
14865,3.30276,0.226569
14866,3.30027,0.293673
14867,3.30009,0.28036
14868,3.29997,0.287005
14869,3.29957,0.221734
14870,3.30018,0.294671
14871,3.2983,0.286507
14872,3.3009,0.280697
14873,3.30188,0.215433
14874,3.29793,0.277383
14875,3.30037,0.266378
14876,3.30082,0.250727
14877,3.29978,0.29127
14878,3.29997,0.293709
14879,3.29844,0.283867
14880,3.29095,0.277081
14881,3.3096,0.232768
14882,3.29824,0.284444
14883,3.30035,0.289095
14884,3.29951,0.285769
14885,3.30055,0.219404
14886,3.3003,0.265803
14887,3.29584,0.255181
14888,3.30406,0.262861
14889,3.29889,0.288959
14890,3.29963,0.287385
14891,3.29927,0.283597
14892,3.30138,0.233756
14893,3.29904,0.275061
14894,3.30077,0.285491
14895,3.29898,0.285795
14896,3.29089,0.249725
14897,3.30975,0.262272
14898,3.29875,0.252642
14899,3.30042,0.258191
14900,3.29859,0.257298
14901,3.30059,0.289996
14902,3.30009,0.270161
14903,3.29774,0.219961
14904,3.304,0.273436
14905,3.29816,0.275219
14906,3.30108,0.277173
14907,3.29658,0.283149
14908,3.30391,0.211213
14909,3.29943,0.275656
14910,3.29668,0.245843
14911,3.30197,0.260007
14912,3.29939,0.249036
14913,3.30077,0.300244
14914,3.29336,0.278126
14915,3.30766,0.214424
14916,3.29947,0.276781
14917,3.30024,0.273851
14918,3.29996,0.27685
14919,3.29957,0.21118
14920,3.29954,0.275423
14921,3.30131,0.278472
14922,3.2995,0.199631
14923,3.2985,0.289564
14924,3.30022,0.249226
14925,3.30038,0.316594
14926,3.30073,0.208159
14927,3.30031,0.278256
14928,3.29841,0.275365
14929,3.30147,0.274598
14930,3.28918,0.257158
14931,3.31125,0.228511
14932,3.29806,0.277405
14933,3.30088,0.276956
14934,3.30107,0.195087
14935,3.2979,0.281152
14936,3.30038,0.25991
14937,3.29216,0.2765
14938,3.30872,0.239894
14939,3.2986,0.278896
14940,3.29998,0.272522
14941,3.29689,0.281485
14942,3.30403,0.205629
14943,3.29754,0.279914
14944,3.30038,0.286301
14945,3.29923,0.274086
14946,3.3001,0.211018
14947,3.29929,0.2629
14948,3.2991,0.264167
14949,3.30179,0.243088
14950,3.30091,0.273154
14951,3.29726,0.301176
14952,3.30109,0.306095
14953,3.30022,0.213584
14954,3.29949,0.333176
14955,3.30114,0.293635
14956,3.29721,0.301818
14957,3.29788,0.34349
14958,3.30401,0.213457
14959,3.29856,0.250099
14960,3.30132,0.259643
14961,3.29846,0.264857
14962,3.30124,0.273567
14963,3.29412,0.348667
14964,3.29772,0.489087
14965,3.3071,0.219951
14966,3.29547,0.486175
14967,3.30355,0.436262
14968,3.29493,0.316814
14969,3.2993,0.561698
14970,3.30653,0.291672
14971,3.30017,0.246094
14972,3.29871,0.260464
14973,3.29987,0.253298
14974,3.29983,0.303769
14975,3.29814,0.266913
14976,3.30211,0.293465
14977,3.3007,0.243044
14978,3.29789,0.306648
14979,3.30055,0.282183
14980,3.29261,0.240796
14981,3.3059,0.305583
14982,3.30065,0.252821
14983,3.29234,0.225912
14984,3.30732,0.266656
14985,3.29764,0.320886
14986,3.30361,0.415884
14987,3.29462,0.222415
14988,3.30372,0.287163
14989,3.29959,0.248667
14990,3.29887,0.269959
14991,3.30095,0.262782
14992,3.29939,0.220022
14993,3.29994,0.285427
14994,3.30228,0.24232
14995,3.29937,0.199181
14996,3.29807,0.265636
14997,3.29804,0.331345
14998,3.29755,0.424134
14999,3.30348,0.30236
15000,3.3012,0.277211
15001,3.29782,0.290849
15002,3.30083,0.295929
15003,3.30059,0.248594
15004,3.29896,0.306773
15005,3.30084,0.275225
15006,3.29826,0.273335
15007,3.30211,0.288422
15008,3.29776,0.29025
15009,3.29928,0.34022
15010,3.30038,0.424134
15011,3.302,0.314562
15012,3.30089,0.279161
15013,3.2989,0.286303
15014,3.29441,0.272945
15015,3.30442,0.251599
15016,3.3016,0.279254
15017,3.29848,0.282095
15018,3.30008,0.281456
15019,3.29949,0.242596
15020,3.30072,0.225457
15021,3.29886,0.250179
15022,3.29739,0.414539
15023,3.30314,0.3243
15024,3.29973,0.282038
15025,3.29807,0.291059
15026,3.30116,0.235506
15027,3.30015,0.27893
15028,3.30045,0.272853
15029,3.30087,0.272587
15030,3.29541,0.26221
15031,3.30267,0.261939
15032,3.29997,0.219265
15033,3.30052,0.275701
15034,3.2955,0.375829
15035,3.30281,0.360175
15036,3.30041,0.286517
15037,3.30048,0.245295
15038,3.30049,0.272554
15039,3.29915,0.271583
15040,3.29942,0.281088
15041,3.29821,0.274378
15042,3.30153,0.241317
15043,3.30143,0.274414
15044,3.2985,0.233094
15045,3.29867,0.261706
15046,3.29543,0.47047
15047,3.30718,0.47103
15048,3.29471,0.275242
15049,3.30433,0.251057
15050,3.29979,0.276245
15051,3.29809,0.271054
15052,3.30053,0.269201
15053,3.30084,0.238923
15054,3.29871,0.277277
15055,3.30184,0.266124
15056,3.29893,0.220079
15057,3.29949,0.262538
15058,3.29338,0.412616
15059,3.30543,0.515004
15060,3.30075,0.24169
15061,3.29777,0.273215
15062,3.30164,0.283198
15063,3.30001,0.270004
15064,3.29462,0.253341
15065,3.30627,0.253409
15066,3.2991,0.274572
15067,3.29981,0.268746
15068,3.30132,0.224441
15069,3.29841,0.241776
15070,3.29377,0.361466
15071,3.30057,0.542393
15072,3.30471,0.256537
15073,3.30098,0.263592
15074,3.30004,0.265752
15075,3.29803,0.25999
15076,3.30194,0.229492
15077,3.30043,0.261629
15078,3.29885,0.260912
15079,3.30069,0.270637
15080,3.29902,0.224928
15081,3.29801,0.22943
15082,3.29315,0.298183
15083,3.30315,0.543924
15084,3.30606,0.31678
15085,3.29877,0.266365
15086,3.30011,0.262746
15087,3.29955,0.221885
15088,3.30081,0.263793
15089,3.29763,0.260395
15090,3.30207,0.261263
15091,3.29602,0.270426
15092,3.30253,0.221132
15093,3.29986,0.217307
15094,3.30048,0.247536
15095,3.29873,0.316456
15096,3.30187,0.272716
15097,3.29857,0.265708
15098,3.29592,0.244834
15099,3.30471,0.233575
15100,3.30103,0.267658
15101,3.29825,0.251967
15102,3.2995,0.267796
15103,3.30014,0.222914
15104,3.3002,0.258356
15105,3.29983,0.220715
15106,3.30044,0.240319
15107,3.29899,0.297304
15108,3.30253,0.277329
15109,3.29736,0.271414
15110,3.30116,0.217558
15111,3.30062,0.258821
15112,3.30028,0.269005
15113,3.29923,0.257936
